LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
22/P2863,Merton,21/09/2022,Approved,All Other,"ERECTION OF A PART SINGLE STOREY/PART TWO STOREY REAR EXTENSION, TWO-STOREY SIDE EXTENSION, REAR DORMER ROOF EXTENSION, AND CONVERSION OF HOUSE INTO 5 X SELF CONTAINED UNITS WITH ASSOCIATED REFUSE/CYCLE STORAGE, OUTSIDE AMENITY SPACE AND 4 OFF-STREET PARKING SPACES",,3,New Close,London,SW19 2SX,,,,,5,1,4,,,Approved,02/02/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P2863
74770/APP/2022/2085,Hillingdon,30/06/2022,Approved,All Other,"Erection of a part two storey, part single side/rear extension to allow for conversion of two storey dwelling into 2 x 2-bed flats with associated parking, amenity space and refuge storage and installation of vehicular crossover to front.",95 HALSWAY,,HAYES,,UB3 3JU,,,,,2,1,1,,,Approved,15/11/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=74770/APP/2022/2085
2022/1802/P,Camden,27/07/2022,Approved,All Other,Conversion of upper ground to second floors dwelling to 3 x 2 bedroom flats (Class C3) and erection of single storey rear extension to existing lower ground floor flat plus a cycle store in front garden,,38,Priory Road,London,NW6 4SJ,,,,,3,1,2,,,Approved,15/12/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1802/P
224376FUL,Ealing,14/10/2022,Approved,All Other,Construction of a three storey block of four x 2 bedroom flats and one x 1 bedroom flat (Following Demolition of existing industrial building),50A Hammond Road,,Hammond Road,Southall,UB2 4EG,,,,,6,0,6,,,Approved,25/01/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/224376FUL;
22/03437/FULL,Westminster,13/06/2022,Approved,All Other,Erection of a single storey extension to mansard extension to 15-16 Nassau Street and 40-46 Riding House Street for use as two residential flats: (Class C3) with and enclosed winter garden to the rear [Site includes 40-46 Riding House Street],Malvern House,"15, 16",Nassau Street,,W1W 7AB,,,,,2,0,2,,,Approved,01/11/2022,,,
2022/2561,Hackney,09/11/2022,Approved,All Other,"Retention of existing basement extension, roof light, and 1.8m screening. Retention of basement and ground floor as offices (Class E); retention of shopfront",,98,MOUNTGROVE ROAD,HACKNEY,N5 2LT,,,,,0,2,-2,,,Approved,04/01/2023,,,/planning/index.html?fa=getApplication&id=74897
22/3509/FUL,London Borough of Barnet,11/07/2022,Approved,All Other,Additional storey to at third floor level to provide 3no. self-contained flats including internal layout alterations. Associated parking and additional cycle parking and refuse/recycling storage,Bel Air Court,144,High Street,,HA8 7EL,,,,,4,0,4,,,Approved,28/03/2023,,,
2022/0017/P,Camden,04/01/2022,Approved,All Other,"Enlargement of existing dormer windows to front and rear elevations, and installation of rooflights to side elevation, installation of a Juliet balcony to the rear elevation at first floor, alteration to the boundary treatment, the front and rear patio areas and associated fenestration alterations.",,20,Eton Villas,London,NW3 4SG,,,,,2,1,1,,,Approved,20/09/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/0017/P
211265,Waltham Forest,24/05/2021,Approved,All Other,"Demolition of existing bungalow and construction of two two-storey dwellinghouses (2x3-bed), each to include one dormer roof extension to the main rear roof and three rooflights to the front roof. Associated off street parking provision, bicycle parking and refuse/recycling storage facilities.","166 Westward Road, Chingford, London, E4 8QQ",166,,,,,,,,2,2,0,,,Approved,27/05/2022,,,
22/5048/FUL,London Borough of Barnet,13/10/2022,Approved,All Other,Single storey rear extension following partial demolition of existing single storey rear extension and rear access steps. Creation of 1no additional self-contained flat with amenity space and provision for refuse and recycling storage,,871,High Road,North Finchley,N12 8QA,,,,,1,0,1,,,Approved,09/12/2022,,,
2021/03996/FUL,Hammersmith & Fulham,17/12/2021,Approved,All Other,"Erection of a rear roof extension; erection of a rear extension at second floor level, over part of the existing back addition, including the installation of French doors and a Juliette balcony to the rear elevation; erection of a single storey extension at ground floor level, to the side of the main building; erection of a single storey outbuilding in the rear garden; installation of 3no. rooflights in the front roofslope; alterations to fenestrations to the side elevation of the main building to include, installation of 2no. new windows at second floor level, installation of 3no. new windows following the removal of an existing window at first floor level; installation of a new window and doors to replace the existing to the rear elevation at ground floor level; replacement of 1no. window with a new window, to the side of the existing back addition (courtyard elevation); conversion of the existing property from 2no. self-contained flats into 3no. self-contained flats comprising of 1 x 1 bedroom and 2 x 3 bedroom flats.",,74,Niton Street,London,SW6 6NJ,,,,,3,2,1,,,Approved,08/04/2022,,,
22/03804/FUL,Enfield Council,18/11/2022,Approved,All Other,"Conversion of two single family dwelling houses into one single dwelling house, involving rear/side extension to no. 40, alterations to existing rear extensions to both 38 and 40, rear Landscaping works, and front landscaping to no. 40.",38 - 40 Wades HillLondonN21 1BG,,,,,,,,,0,1,-1,,,Approved,02/02/2023,,,
PA/20/01743/A1,Tower Hamlets,18/08/2020,Approved,All Other,"Demolition of all existing buildings and redevelopment to provide 12 buildings ranging from ground plus 2-23 storeys, comprising residential dwellings (Class C3), specialist accommodation units (Class C2), office floorspace (Class B1), flexible office and non-residential institution floorspace (Class B1/D1), retail floorspace (Class A1-A3), car parking, cycle parking, hard and soft landscaping and other associated works.ÿMinor Material Amendments to planning permission ref: APP/E5900/W/17/3171437 of planning permission ref: PA/15/02959, Dated 21/02/2018, as amended by planning permission ref: PA/20/00370, Dated 26/03/2020.ÿAmendments include:Increase in residential units from 343 to 370;Decrease in specialist units from 168 to 159;Decrease in non-residential floorspace from 3,685sqm to 3,170sqm;Minor massing changes to Blocks B1/B2, C, D1, D2, E, G, Ha and I; Minor public realm amendments to accommodate above changes, including realigned paths and re-designed landscaping;Reduced basement footprint in the eastern half of the site, resulting in decrease in basement parking, removal of auditorium, removal of residents' amenities, reorganisation of refuse rooms and relocation of residents' cycle storage to the ground floor; andRelocated Energy Centre from basement of Blocks B1/B2 to the basement of Block D1.ÿThe application is accompanied by an Environmental Statement.","Site between Varden Street and Ashfield Street (Whitechapel Estate), London, E1",,,,,,,,,30,3,27,,,Approved,07/04/2022,,,https://development.towerhamlets.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR132802&activeTab=summary
22/AP/4266,London Borough of Southwark,22/12/2022,Approved,Prior Approval,Prior approval notification for: the construction of two additional storeys above a purpose-built detached block of flats to deliver 9 no. new residential flats.,10 The GrangeLondonSouthwarkSE1 3AG,,,,,,,,,9,0,9,,,Approved,06/03/2023,,,
P/4376/22,Harrow,03/02/2023,Approved,All Other,Conversion of two flats into four studio flats,,4,Northolt Road,Harrow,HA2 0LH,,,,,4,2,2,,,Approved,30/03/2023,,,http://site.com?appref=P/4376/22-or-1235623
22/00185/FULL1,Bromley,08/03/2022,Approved,All Other,Reuse of B8 building and curtilage as a single dwelling,Ruskin Meadows Jail Lane Biggin Hill TN16 3AX,,,,,,,,,1,0,1,,,Approved,20/05/2022,,,
22/1310/FUL,London Borough of Barnet,14/03/2022,Approved,All Other,Demolition of the existing garage and workshop and erection of single dwelling plus basement level,Land Adj To 1 Halliwick Road London N10 1AA,1,Halliwick Road,East Finchley,N10 1AA,,,,,1,0,1,,,Approved,09/05/2022,,,
22/3397/FUL,London Borough of Barnet,08/07/2022,Approved,All Other,Conversion of the existing dwelling into 2no. self-contained flats (amended plans)(amended description),,233,Squires Lane,Finchley,N3 2QS,,,,,2,1,1,,,Approved,28/11/2022,,,
22/1806/FUL,London Borough of Barnet,06/04/2022,Approved,All Other,"Conversion of the existing dwelling into 2 no self-contained flats including single storey rear extension, new window openings to front and side elevations, provision of a balcony and glazed screening at the rear, insertion of door at rear at first floor level and provision of glazed screening around part of flat roof of ground floor rear extension. Alterations to front porch. Roof extension involving 2no side dormer windows. Associated refuse/recycling, cycle store and 1no off street parking space",,48,Victoria Road,New Barnet,EN4 9PF,,,,,2,1,1,,,Approved,23/05/2022,,,
22/07847/FULL,Westminster,18/11/2022,Approved,All Other,Change of use of the ground and first floor from offices (Class E) to residential (Class C3) to create two new one bedroom units. The glazed commercial frontage at ground is proposed to be in-filled with a rendered masonry construction and sash windows.,,3,Homer Street,,W1H 4NP,,,,,2,0,2,,,Approved,11/01/2023,,,
22/01247/FULL,London Borough of Barking and Dagenham,21/07/2022,Approved,All Other,Demolition of existing single storey side extension/garage and construction of a 2 storey 2b3p dwelling with associated parking and amenity.,,26,HARDIE ROAD,,RM10 7BS,,,,,1,0,1,,,Approved,30/08/2022,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=30585
21/02064/P3M,London Borough of Lambeth,17/05/2021,Approved,Prior Approval,Application for Prior Approval for the change of use of the ground floor from shop (Use Class E) to1 self-contained flat (Use Class C3).,,104,Greyhound Lane,,SW16 5RW,,,,,1,0,1,,,Approved,25/08/2022,,,
213969FUL,Ealing,25/05/2021,Allowed,All Other,"Conversion of garage into habitable space for use as studio (following demolition of existing garage); associated cycle storage (2nos), bin and refuse storage area, and private amenity space.",66 Iveagh Avenue,,Iveagh Avenue,,,,,,,1,0,1,,,Declined to Determine,26/01/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/213969FUL;
22/AP/3632,London Borough of Southwark,29/11/2022,Approved,All Other,Demolition of an existing two-storey dwellinghouse and the construction of a 3-storey with basement dwellinghouse.,,51,Alleyn Road,,SE21 8AD,,,,,1,1,0,,,Approved,31/03/2023,,,
22/01401/FUL,London Borough of Newham,12/06/2022,Approved,All Other,"Demolition of existing workshop (Use Class Sui Generis) and erection of mid-terrace property comprising of two residential dwellings (Use Class C3), 2 x 2 bedroom 4 person dwellings.",,398,Katherine Road,Forest Gate,E7 8NW,,,,,2,0,2,,,Approved,10/08/2022,,,
22/2195/OUT,London Borough of Barnet,25/04/2022,Approved,All Other,Conversion of office into 4no self-contained flats. Erection of a four-storey front extension and additional floor at roof level. Installation of new windows and doors to south and north elevation,"The Old Print Works, Unit 4",25,Tapster Street,,EN5 5TH,,,,,4,0,4,,,Approved,28/07/2022,,,
20/3906/FUL,London Borough of Barnet,02/09/2020,Approved,All Other,"Phased redevelopment of site comprising the demolition of all existing buildings and structures and construction of a mixed-use development to comprise a two storey podium level with three buildings above ranging in height from 20 to 24 storeys providing a range of uses including up to 470 residential units (Class C3), office and workspace (Class B1), self-storage (Class B8), flexible community space (Class D1) and a café (Class A3), associated car and cycle parking, public open space, landscaping, vehicular and pedestrian routes, servicing and access arrangements and other associated works. (The application is accompanied by an Environmental Statement) (SUBJECT TO LEGAL AGREEMENT DATED 3 AUGUST 2022)",Crown Honda,,Hyde Estate Road,The Hyde South West Section,NW9 6JX,,,,,470,0,470,,,Approved,03/08/2022,,,
21/02728/FULL1,Bromley,14/09/2021,Approved,All Other,"Erection of dwellinghouse with associated access, parking, amenity space.",Land Adjacent To Hollyhead,,Jail Lane,,,,,,,1,0,1,,,Approved,05/05/2022,,,
P2022/4349/PRA,Islington,19/12/2022,Approved,All Other,Notification of Prior Approval for the change of use of vacant office space to provide one dwellinghouse.,,8 - 9,Angel Gate,,EC1V 2PT,,,,,1,0,1,,,Approved,06/02/2023,,,
222235FUL,Ealing,23/05/2022,Approved,All Other,Single storey rear extension to commercial unit (Use Class E); installation of external staircase to rear of property. Alterations to layout of existing first floor self-contained residential unit; construction of mansard roof extension incorporating one front dormer window and roof extension to rear outrigger to create one additional self-contained residential unit at second floor level; installation of external staircase access to rear of building; and provision of associated bin storage,17 Horn Lane,,Horn Lane,London,W3 9NJ,,,,,1,0,1,,,Approved,24/08/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/222235FUL;
21/01496/FUL,London Borough of Bexley,14/07/2021,Approved,All Other,Detached two storey house,,172,The Drive,,DA5 3BX,,,,,1,0,1,,,Approved,21/04/2022,,,
21/P3756,Merton,18/10/2021,Approved,All Other,DEMOLITION OF EXISTING DWELLINGHOUSE AND ERECTION OF NEW DETACHED DWELLINGHOUSE WITH BASEMENT LEVEL AND ROOMS IN ROOFSPACE,,54,Drax Avenue,Wimbledon,SW20 0EY,,,,,1,1,0,,,Approved,20/04/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P3756
HGY/2022/1312,Haringey,28/04/2022,Approved,All Other,"The proposal seeks to add an additional floor to house 5 residential C3 units, provision of cycle stores, bin store provision, and landscaping of the communal grounds.","Langham Close, Langham Road, London, N15 3LD",,Langham Road,,N15 3LD,,,,,5,0,5,,,Approved,16/12/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GDwkAAG
2022/3769/P,Camden,05/09/2022,Approved,All Other,"Refurbishment of vacant residential flats at 1st to 4th floor and conversion of the two flats at 3rd and 4th floor into a single family maisonette, resulting in the loss of one unit (retrospective).",54 Warren Street,54,,London,W1T 5NN,,,,,1,2,-1,,,Approved,21/01/2023,,,
HGY/2022/2310,Haringey,10/08/2022,Approved,All Other,Demolition of the existing building and replacement with a new 2 bedroom dwelling house,"Land adjacent to, 222 The Avenue, London, N17 6JN",222,The Avenue,,N17 6JN,,,,,1,0,1,,,Approved,03/03/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GFIPAA4
2121/22,Redbridge,06/07/2022,Approved,All Other,Change of use from a single dwelling house into a Childrens home for up to three children (C2 Use Class). (Summary) (amended description).,"18, Falconer Road, Hainault, Ilford, IG6 3ST",18,Falconer Road,Hainault,IG6 3ST,,,,,0,1,-1,,,Approved,26/07/2022,,,
223357FUL,Ealing,01/08/2022,Approved,All Other,"Removal of existing projection to rear, conversion of single dwelling house into two self-contained residential units; part two, part single storey side/rear extension",12 Boston Road,,Boston Road,London,W7 3TR,,,,,2,1,1,,,Approved,20/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223357FUL;
215876FUL,Ealing,28/09/2021,Approved,All Other,"Conversion of dwellinghouse into four self-contained units; alteration of roof from hip to gable ends; rear roof extension; two dormer roof extensions; Installation of three rear to front roof slope; single storey rear extension; conversion of a garage into a habitable room including associated external alteration involving the insertion of a window in lieu of the garage door opening; associated external landscaping, with bin storage and cycle parking",1 Carbery Avenue,,Carbery Avenue,London,W3 9AD,,,,,4,1,3,,,Approved,18/08/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/215876FUL;
3598/22,Redbridge,04/11/2022,Approved,All Other,"Erection of 1 x two-bedroom dwellinghouse with associated amenity space, cycle parking and waste storage. (Summary)",Development Site At 19,19,Ardwell Avenue,Barkingside,IG6 1AW,,,,,1,0,1,,,Approved,10/02/2023,,,
21/03882/FUL,London Borough of Croydon,22/07/2021,Approved,All Other,"Demolition of existing double garage, erection of a detached two-storey building comprising 2x 1-bed flats with associated parking, cycle and refuse storage.",,23,Taunton Lane,,CR5 1SG,,,,,2,0,2,,,Approved,13/05/2022,,,
213848FUL,Ealing,06/08/2021,Approved,All Other,"Construction of a three-storey building with ground floor retail shop (Use Class E(a)) and four (4) self-contained flats above, following demolition of existing building",1 Northfield Road,,Northfield Road,London,W13 9SY,,,,,4,1,3,,,Approved,05/10/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/213848FUL;
22/P0653,Merton,24/02/2022,Approved,All Other,"DEMOLITION OF EXISTING CAR SALES SHOWROOM AND WORKSHOP (SUI GENERIS) AND CONSTRUCTION OF 24 HOUR SELF-STORAGE BUILDING (USE CLASS B8) AND BLOCK OF FLATS (USE CLASS C3) TO ACCOMMODATE 9 RESIDENTIAL UNITS, WITH ASSOCIATED HARDSTANDING, PARKING AND LANDSCAPING AMENDMENTS AND ALTERATIONS TO ACCESS",,242,Morden Road,Wimbledon,SW19 3DA,,,,,9,0,9,,,Approved,27/02/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P0653
22/04017/FUL,Lambeth,02/12/2022,Approved,All Other,"Change of use of the public house (Use Class E(b)) to provide one residential unit (Use Class C3) including the erection of a single storey ground floor rear extension, alterations to the front fenestration, installation of a front boundary and provision for refuse and cycle storage.",,"19, 21",Paulet Road,,SE5 9HP,,,,,1,0,1,,,Approved,04/04/2023,,,
220163FUL,Ealing,17/01/2022,Approved,All Other,"Construction of two storey attached dwellinghouse to side of existing dwellinghouse, facilitated through the proposed two storey side/ rear extension and alteration of roof from hip to gable end, along with associated alterations to the existing boundary treatments and provision of private amenity space, cycle parking and bin storage facilities; single storey rear extension; rear roof extension; and installation of two roof lights to front roof slope.",60 Cornwall Avenue,,Cornwall Avenue,Southall,UB1 2TF,,,,,1,0,1,,,Approved,21/04/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/220163FUL;
22/5162/FUL,London Borough of Barnet,27/10/2022,Approved,All Other,Conversion of 2no self-contained flats into single family dwelling including single storey rear extension and roof extension involving side and rear dormer windows with balcony (AMENDED DESCRIPTION AND PLANS),,51,Templars Avenue,Golders Green,NW11 0NU,,,,,1,2,-1,,,Approved,21/12/2022,,,
22222/APP/2022/1099,Hillingdon,01/04/2022,Approved,All Other,Proposed demolition of existing bungalow and erection of three storey building containing 4 self-contained flats. External alterations to landscaping and access.,12C MURRAY ROAD,,NORTHWOOD,,HA6 2YJ,,,,,4,1,3,,,Approved,04/08/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=22222/APP/2022/1099
2021/2986,Hackney,17/02/2022,Approved,All Other,Existing Use as self-contained residential unit (Use Class C3),"Unit 1, Quebec Wharf",315,KINGSLAND ROAD,HACKNEY,E8 4DJ,,,,,1,0,1,,,Approved,11/04/2022,,,/planning/index.html?fa=getApplication&id=72596
61871/APP/2021/2670,Hillingdon,06/07/2021,Approved,All Other,Proposed new 4 bed dwelling with amenity space and off street parking,LAND TO REAR OF 63,,DALEHAM DRIVE,HILLINGDON,UB8 3HP,,,,,2,0,2,,,Approved,24/06/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=61871/APP/2021/2670
22/07604/FULL,Westminster,28/11/2022,Approved,All Other,Use of first to third floors as two self-contained residential units (Class C3).,First Floor To Third Floor Maisonette,35,Leamington Road Villas,,W11 1HT,,,,,2,1,1,,,Approved,20/01/2023,,,
193681FUL,Ealing,22/08/2019,Approved,All Other,"Conversion of the existing Office Space (Use Class B1(a)) at ground, first and second floor levels into three self-contained, one-bedroom flats (Use Class C3)",Rear Of 241-267,Rear Of 241-267,High Street,London,W3 9BY,,,,,3,0,3,,,Approved,14/12/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/193681FUL;
2022/3696,Wandsworth,02/09/2022,Approved,Prior Approval,Determination as to whether prior approval is required for change of use of office at ground floor level from (Class E) to residential (Class C3) to provide 1 x 1-bedroom flat.,Unit A,,Clove Hitch Quay,London,SW11 3TN,,,,,1,0,1,,,Approved,21/10/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/3696
2021/6259/P,Camden,23/12/2021,Approved,All Other,Erection of mansard roof with roof terrace above; conversion from 3x self-contained flats to 2x self-contained duplex flats,,14,Charlotte Street,London,W1T 2LX,,,,,2,3,-1,,,Approved,18/05/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/6259/P
22/02669/FULL,Westminster,05/05/2022,Approved,All Other,Use of first to fourth floors as residential (Class C3) incorporating a roof extension at fourth floor level.,,26,Litchfield Street,,WC2H 9TZ,,,,,1,0,1,,,Approved,21/10/2022,,,
22/1909/FUL,London Borough of Barnet,08/04/2022,Approved,All Other,"Conversion of the existing dwelling into 5no self contained flats including part single, part two storey side and rear extension. New patio area. New front hardstanding to provide off street parking. Roof extension including 2no. rear dormer, 1no side dormer windows and 3no. rooflights to front roofslope. Associated refuse/recycling, amenity space. Formation of basement level to incorporate refuse storage",,218,Hendon Way,,NW4 3NE,,,,,6,1,5,,,Approved,01/06/2022,,,
220847FUL,Ealing,01/03/2022,Approved,All Other,Internal alterations to facilitate the conversion of a 2-bedroom flat into a 3-bedroom flat,Basement Flat,,Boston Road,London,W7 3TR,,,,,2,0,2,,,Approved,16/08/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/220847FUL;
21/00888/FULL,Westminster,20/08/2021,Approved,All Other,Erection of two penthouse roof extensions and railings on the rear parts of the building (Block A and B) to provide two residential units (Class C3) with basement car and bicycle parking; and proposed internal heat pumps with service outlets at roof level.,Hyde Park Towers,1,Porchester Terrace,,W2 3TU,,,,,2,0,2,,,Approved,08/04/2022,,,
2022/0749,Wandsworth,22/02/2022,Approved,All Other,"Alterations including erection of a mansard roof extension to main rear roof (with French doors and safety railings) including raising ridge by 300mm and extension above the two storey back addition; Erection of single storey rear/side extension; Formation of second floor rear roof terrace with 1.7m screen surround;, in connection with creation of 1 x 3-bedroom, 1 x 2-bedroom and 1 x 1-bedroom and 1 x studio flats, with associated refuse storage to front garden and associate internal cycle storage.",,37,Garratt Terrace,London,SW17 0QE,,,,,4,1,3,,,Approved,09/06/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/0749
1595/22,Redbridge,19/05/2022,Approved,All Other,"Alterations to roof height. Loft conversion with two front and four rear dormers. Hip to gable roof alterations. Subdivision of single dwellinghouse into two dwellinghouses (1 x 3 bedroom and 1 x 4 bedrooms) with associated car parking, cycle storage, waste/refuse storage and amenity space. Alterations to fenestrations. (Summary)",Development At 6,,Meadway,Seven Kings,,,,,,2,1,1,,,Approved,27/07/2022,,,
2022/1603,Wandsworth,24/05/2022,Approved,All Other,"Alterations including erection of a three-storey side/rear extension, replacement front boundary treatment, roof terrace at third floor level and dormer extension to main rear roof in connection with the change of use from single dwellinghouse (Class C3) into a six bedroom HMO (Class C4).",,39,Southolm Street,London,SW11 5EZ,,,,,1,1,0,,,Approved,15/09/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1603
P/3224/21/PRIOR,Harrow,29/07/2021,Approved,Prior Approval,"Change Of Use From Office (Class B1 (New Class O)) To 6 no.Self-Contained Flats on first, second and third floors (Class C3); (Prior Approval Of Transport & Highways Impacts Of The Development, Contamination Risks And Flooding Risks On The Site, and Impacts Of Noise From Commercial Premises On The Intended Occupiers Of The Development and provision of natural light in all habitable rooms)",Westbury House,,Bridge Street,Pinner,HA5 3HR,,,,,6,0,6,,,Approved,30/08/2022,,,http://site.com?appref=P/3224/21/PRIOR-or-1148762
21/4201/FUL,Richmond upon Thames,08/12/2021,Approved,All Other,Erection of a new dwellinghouse with associated parking and landscaping following the demolition of the existing house.,,5,Monmouth Avenue,,KT1 4HR,,,,,1,1,0,,,Approved,21/10/2022,,,
22/02261/FULL1,Bromley,28/06/2022,Approved,All Other,"Conversion of dwellinghouse to 2x flats, erection of 2 storey attached building containing 2x flats, highway access, parking and amenity space.",,7,Teal Avenue,,BR5 3NE,,,,,4,1,3,,,Approved,23/08/2022,,,
2022/4913,Wandsworth,20/12/2022,Approved,All Other,Alterations and retention of rear/side extension and side and rear lightwells. Retention of first floor roof terrace.,Flat A,,Tooting Bec Road,London,SW17 8BW,,,,,1,2,-1,,,Approved,24/03/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/4913
2022/0494,Wandsworth,23/02/2022,Approved,All Other,Use of property as a single dwelling (Class C3).,,421,Upper Richmond Road,London,SW15 5QY,,,,,1,0,1,,,Approved,29/11/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/0494
21/AP/1866,London Borough of Southwark,17/06/2021,Approved,All Other,Redevelopment of existing single storey bungalows at Racine and Florian and an existing garage site to create 79 new homes for social rent within 3 blocks with associated landscaping and childrens play space.,"Florian, Racine And Garage SiteSceaux GardensLondonSouthwark",,,,,,,,,79,33,46,,,Approved,12/04/2022,,,
22/3361/FUL,London Borough of Barnet,28/06/2022,Allowed,All Other,"Erection of a single storey house with basement level. Associated amenity space, refuse storage and cycle parking. Alterations to garden levels for existing house",,46,Mays Lane,Underhill,EN5 2EE,,,,,1,0,1,,,Refused,01/09/2022,,,
2022/00031/FUL,London Borough of Hammersmith and Fulham,14/01/2022,Approved,All Other,"Erection of rear extensions at ground, first and second floor levels; further excavation and enlargement of the existing basement; alterations to the front fenestration at ground floor level to include the installation of new doors and windows to replace the existing windows and doors; restoration of dentil course detail and brickwork to the front elevation; replacement of existing windows with new windows to the front, rear and side elevations; erection of 1.8metre privacy screens to the rear at first floor level to provide 2 x private roof terraces; in connection with the conversion of the basement, ground, first, and second floor levels of no.s 63A, 63 and 65 Dalling Road, and the first and second floor levels of no.67 Dalling Road to 5 residential units comprising of 2x1 bedroom and 3x2 bedroom self-contained flats (Class C3), with ancillary gym facilities at basement level, and the retention of retail unit which its Facade can be replaced like for like (Class E) at ground floor level only of no.67 Dalling Road; introduction of dropped kerb outside of no. 63A.(Revised Description)","63, 65 And 67 Dalling RoadLondonW6 0JD",,,,,,,,,5,0,5,,,Approved,25/01/2023,,,
P/1281/22,Harrow,28/03/2022,Approved,All Other,Alterations to roof to form end gable and rear dormer with juliette balcony; installation of two rooflights in front roofslope and new window in gable end to enlarge 2 bedroom flat to 3 bedroom flat,47 A Radnor Road Harrow HA1 1SA,47A,Radnor Road,Harrow,HA1 1SA,,,,,1,0,1,,,Approved,25/05/2022,,,http://site.com?appref=P/1281/22-or-1190862
2022/0480,Wandsworth,23/02/2022,Approved,All Other,Use as a single dwelling house (Class C3) including alteratuions to fenestration.,,423,Upper Richmond Road,London,SW15 5QY,,,,,1,0,1,,,Approved,29/11/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/0480
22/00083/FUL,Bexley,18/03/2022,Approved,All Other,Partial demolition of existing buildings and erection of a part two/part three/part four storey building with the retention of an office at ground floor and 5 proposed residential units comprising: 2 x 1 bed and 3 x 2 bed flats with associated amenity space.,Parker House,,Bexley High Street,,DA5 1AH,,,,,5,0,5,,,Approved,25/05/2022,,,
0519/22,Redbridge,15/03/2022,Approved,All Other,"Demolish existing bungalow. Erection of new 4 bedroom dwelling with associated amenity space, parking, cycle and refuse storage. Formation of means of access. (summary)",Development At 55,,Malford Grove,South Woodford,,,,,,1,0,1,,,Approved,09/05/2022,,,
203862,Waltham Forest,19/03/2021,Approved,All Other,Subdivision of plot and construction of three storey including rooms in roof-space 1x2 bedroom single dwellinghouse (Use Class C3) and single storey rear outbuilding to include all associated works including refuse storage facilities to land adjacent to 57 Greenleaf Road.,,57,GREENLEAF ROAD,,E17 6QN,,,,,1,0,1,,,Approved,28/06/2022,,,https://builtenvironment.walthamforest.gov.uk/planning/index.html?fa=getApplication&id=49870
22/2523/PNE,London Borough of Barnet,12/05/2022,Approved,All Other,Change of use from office (Class E) to residential (Class C3) 1 unit,,44B,The Broadway,Mill Hill,NW7 3LH,,,,,1,0,1,,,Approved,07/07/2022,,,
