LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
HGY/2022/2250,Haringey,31/08/2022,Approved,All Other,"Redevelopment of the car park, commercial unit and open space at the junction of Kerswell Close and St. Ann's Road and provision of 25 new Council rent homes and an Adult Care Hub in two, four and five-storey buildings. Provision of associated amenity spa","Land Rear Of, 2-14, Kerswell Close, London, N15 5RP",,Kerswell Close,,N15 5RP,,,,,25,0,25,,,Approved,23/01/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJeZAAW
22/03828/FUL,Lambeth,09/11/2022,Approved,All Other,Erection of a ground floor single storey rear and side extension and the erection of a rear mansard roof extension and installation of front roof lights.,,28,Tremadoc Road,,SW4 7LL,,,,,1,0,1,,,Approved,30/03/2023,,,
214121FUL,Ealing,09/06/2021,Allowed,All Other,"Conversion of the existing property into five self-contained residential units and provision of associated cycle storage and refuse storage facilities; rear roof extension; single storey rear extension; alteration to external elevations, involving insertion of windows to side elevations; alteration to front and rear of property involving hard and soft landscaping",33 Creffield Road,,Creffield Road,London,W5 3RR,,,,,6,1,5,,,Declined to Determine,11/08/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/214121FUL;
223014PANDCM,Ealing,07/07/2022,Approved,Prior Approval,"Construction of one additional floors to accommodate 4 flats (Prior Approval Notification - Class AB, Part 20, Schedule 2)",1390 Greenford Road,,Greenford Road,Greenford,UB6 0HW,,,,,4,0,4,,,Approved,08/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223014PANDCM;
2021/1556,Hackney,19/07/2021,Approved,All Other,"Erection of a part one, part two storey one bedroom single dwelling house.",,28,FINSBURY PARK ROAD,HACKNEY,N4 2JX,,,,,1,0,1,,,Approved,20/05/2022,,,/planning/index.html?fa=getApplication&id=70885
22/05275/FULL,Westminster,03/08/2022,Approved,All Other,Amalgamation of two flats at 16th floor level to create a 3 bedroom unit (Class C3),Westmark Tower,1,Newcastle Place,,W2 1DB,,,,,1,2,-1,,,Approved,15/09/2022,,,
2021/02335/FUL,London Borough of Hammersmith and Fulham,03/08/2021,Allowed,All Other,"Demolition of the existing building with the exception of the basement, erection of a replacement part three, part four storey building to provide retail unit at ground floor level (Class E) and 5 x self-contained studio flats at upper floor levels; formation of roof terraces at first, second and third floor level.",,32,Goldhawk Road,,W12 8DH,,,,,5,0,5,,,Refused,27/06/2022,,,
0788/22,Redbridge,18/03/2022,Approved,All Other,Change of use from a single dwelling house into a large HMO for up to 10 people with associated car parking / cycle storage and waste / refuse space. (Summary).,"92, Woodford Avenue, Ilford, IG2 6XD",92,Woodford Avenue,,IG2 6XD,,,,,0,1,-1,,,Approved,12/05/2022,,,
1603/22,Redbridge,10/06/2022,Approved,All Other,"Demolish 33, 33A and 35 Mill Lane. Erection of 3x two-bedroom dwelling houses. Conversion of 9 The Square into 3x self contained flats ( 2x two-bedroom and 1x one-bedroom) with associated amenity space, cycle and refuse storage. Alterations to fenestrations. (summary)",Development At 9 The Square And 33 33a And 35,,Mill Lane,Woodford Green,IG8 0UG,,,,,6,0,6,,,Approved,18/08/2022,,,
22/02850/FULL,Westminster,28/04/2022,Approved,All Other,Use of the first and second floors as office accommodation (Class E).,,51,Brewer Street,,W1F 9UQ,,,,,0,2,-2,,,Approved,15/07/2022,,,
P2022/0793/PRA,Islington,01/03/2022,Approved,All Other,Prior Approval Application for the change of use of the ground floor from retail (Use Class E) into 1x studio/1P unit (Use Class C3).,,80,Aubert Park,London,N5 1TS,,,,,1,0,1,,,Approved,25/04/2022,,,
22/00081/CLE,London Borough of Newham,01/03/2022,Approved,All Other,Application for a Lawful Development Certificate for the existing use of a Use Class C4 House in Multiple Occupation (HMO),,14,Gurney Road,Stratford,E15 1SH,,,,,1,1,0,,,Approved,14/04/2022,,,
2021/6257/P,Camden,23/12/2021,Approved,All Other,"Partial demolition of existing dwelling with retention of the front facade and parts of the side and rear facades and the erection of a basement extension, infill rear extension, various minor changes to the fenestration and other associated works.",,14,Greenaway Gardens,London,NW3 7DH,,,,,1,1,0,,,Approved,30/11/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/6257/P
P/0252/22,Harrow,17/02/2022,Approved,All Other,First floor rear extension; Rear dormer and insertion of four rooflights to front roofslope; Two bay windows to first floor front elevation and External alterations to create internal reconfiguration of existing flats (2x2 Bed),259A-261A Northolt Road Harrow HA2 8HS,259A,Northolt Road,Harrow,HA2 8HS,,,,,2,2,0,,,Approved,20/04/2022,,,http://site.com?appref=P/0252/22-or-1175041
P2021/0446/FUL,Islington,04/03/2021,Approved,All Other,"Renovation of the existing public house to include the erection of a mansard roof extension, demolition of existing single storey rear extensions and erection of 3-storey building to rear plus basement. The development will provide additional public house (Sui Generis) space, a new flexible Class E retail or office (Class E) commercial unit and 7 no. self-contained residential dwellings (Class C3).",,204,Blackstock Road,London,N5 1EN,,,,,8,0,8,,,Approved,26/07/2022,,,
220777,Waltham Forest,25/03/2022,Approved,All Other,Conversion of existing two storey building comprised of two residential units (1x3-bed and 1x1-bed) (Use Class C3) into single dwellinghouse (1x5-bed) (Use Class C3).,"27 Studley Avenue, Chingford, London, E4 9PS",27,,,,,,,,1,2,-1,,,Approved,01/06/2022,,,
22/04088/FULL,Westminster,19/07/2022,Approved,All Other,Use of 5th floor as 2x 1 bedroom flats (Class C3).,,161,New Bond Street,,W1S 2UF,,,,,2,0,2,,,Approved,07/10/2022,,,
22/00797/FUL,Enfield Council,17/03/2022,Approved,All Other,"Redevelopment and sub-division of site to provide 2 x two-storey semi detached dwelling houses, involving associated parking, cycle parking, refuse storage and landscaping.",,69,Queen Annes Grove,,EN1 2JU,,,,,2,1,1,,,Approved,06/05/2022,,,
22/00459/FUL,Bexley,24/02/2022,Approved,All Other,Change of use of first and second floors from residential (Class C3) to commercial (Class B1(a),,1A,Hatherley Road,,DA14 4BH,,,,,0,1,-1,,,Approved,20/04/2022,,,
20/P0930,Merton,27/02/2020,Approved,All Other,ERECTION OF SINGLE STOREY SIDE EXTENSION TO CREATE ONE BEDROOM SELF-CONTAINED FLAT.,,39,Bardney Road,Morden,SM4 5JL,,,,,1,0,1,,,Approved,30/06/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=20/P0930
22/04161/FUL,Enfield Council,21/12/2022,Approved,All Other,"Change of use from Use Class C3 (single dwelling house) to Use as Sui Genesis, HMO (House in Multiple Occupation) for up to 7 people, involving part single, part 2-storey side and rear extension and roof extension involving the installation of rooflights.",,1,Mitchell Road,,N13 6EG,,,,,1,1,0,,,Approved,04/04/2023,,,
22/01198/FULL,Westminster,07/03/2022,Approved,All Other,Amalgamation of flat 1 (at 9 Paddington Street) and flat 2 (at 7 Paddington Street) into a single residential apartment (Class C3).,,9,Paddington Street,,W1U 5QJ,,,,,1,2,-1,,,Approved,22/04/2022,,,
2022/3419,Wandsworth,15/08/2022,Approved,All Other,"Erection of a single storey (plus basement) 2 x bedroom dwelling, with associated refuse and cycle storage.",,1,Clairview Road,London,SW16 6TU,,,,,1,0,1,,,Approved,24/11/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/3419
22/01806/FUL,London Borough of Newham,28/08/2022,Approved,All Other,"Construction of two storey rear and side extensions, roof extension with front roof lights, remodeling of 3No. existing flats, proposed 3.No new self-contained flats comprising of 2 x 1 bed and 1 x 2 bed units including the provision of balconies and internal alterations to existing ground floor retail units; associated bicycle and bins storage at 356 - 358 Barking Road, E13.",Development Site At Upper Floors Of 356 To 358,,Barking Road,Plaistow,E13 8HL,,,,,8,4,4,,,Approved,09/02/2023,,,
2022/1883,Wandsworth,24/05/2022,Approved,All Other,"Erection of a three storey residential block comprising 5 flats (2 x 2-bedroom, 2 x 1-bedroom and 1 x 3-bedroom), associated amenity space including balconies and rear gardens, with cycle and bin store in front garden and relocation of entrance to existing allotments at side/rear.",Development Site Between 77 And 85,,Ravenslea Road,London,SW12 8SL,,,,,5,0,5,,,Approved,24/11/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1883
P2022/2744/PRA,Islington,22/07/2022,Approved,All Other,Notification of Prior Approval for the change of use of the existing ground floor commercial unit (Class E) to 1 x 2 bed residential flat (Class C3).,,1,Drayton Park,London,,,,,,1,0,1,,,Approved,15/09/2022,,,
0980/22,Redbridge,25/03/2022,Approved,All Other,Change of use from a dwelling house to supported living accommodation for up to 6 people. (Summary).,"85, Richmond Road, Ilford, IG1 1JY",85,Richmond Road,,IG1 1JY,,,,,1,1,0,,,Approved,06/05/2022,,,
22/00552/LB,Lambeth,04/03/2022,Approved,All Other,"De-conversion of two flats into a single dwellinghouse, involving the erection of a single storey rear extension at lower ground floor plus ground and first floor extension to the rear outrigger, together with the replacement of all rear windows with double glazed timber sash windows, and other associated internal and external works.",,41,Grafton Square,,SW4 0DB,,,,,0,1,-1,,,Approved,24/05/2022,,,
P2022/4174/PRA,Islington,02/12/2022,Approved,All Other,"Notification of Prior Approval Application for the Change of use of the site from commercial, business and service use (ClassE) to provide five dwellinghouses (C3) under Class MA of schedule 2 of the Town and Country Planning (General Permitted Development) Order (GDPO) 2015 (as amended).",Street Record,,City Road,London,,,,,,5,0,5,,,Approved,26/01/2023,,,
P2022/1898/FUL,Islington,31/05/2022,Approved,All Other,"Hybrid planning application for the phased redevelopment of the site comprising: 1. Phased demolition of all existing buildings and structures, site preparation and enabling works (including excavation), phased construction of buildings (including basements) comprising residential units (Use Class C3); Hard and soft landscaping works including public open space access and highway alterations, car and cycle parking provision, and; All other associated ancillary works (No Matters Reserved for future approval (the "detailed element")); and 2. Site preparation and enabling works (including excavation), phased construction of buildings (including basements) comprising residential units (Use Class C3) and flexible commercial, business and service floorspace (Use Class E) and local community floorspace (Use Class F2); Hard and soft landscaping works including public open space, access and highway alterations, car and cycle parking provision, and; All other associated ancillary works (All Matters Reserved for future approval (the "outline element")) (Departure from the Development Plan)",Land bounded by Caledonian Rd and Copenhagen St,,Carnegie St and Charlotte Terrace,,,,,,,882,371,511,,,Approved,23/03/2023,,,
220535,Waltham Forest,22/02/2022,Approved,All Other,Conversion of two self-contained residential units at ground and first floor level (2x1-bed) (Use Class C3) into one two storey dwellinghouse (1x3-bed) (Use Class C3).,"886 Forest Road, Walthamstow, London, E17 4AD",886,,,,,,,,1,2,-1,,,Approved,14/04/2022,,,
223305FUL,Ealing,27/07/2022,Approved,All Other,"Conversion of the existing property into two self-contained residential units and provision of associated cycle storage, refuse storage off-street parking space; side/rear (wraparound) extension (following removal of rear and side addition); single storey front porch extension; rear roof extension, and installation of one roof light to front roof slope",77 Currey Road,,Currey Road,Greenford,UB6 0BG,,,,,3,2,1,,,Approved,14/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223305FUL;
P0146.23,Havering,01/02/2023,Approved,All Other,Partial demolition of an existing equestrian stable yard and the erection of two storey three bedroom detached dwelling with associated parking and amenity space,Montrose,,Warley Road,,RM14 1TR,,,,,2,0,2,,,Approved,29/03/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0146.23
68788/APP/2022/1728,Hillingdon,26/05/2022,Approved,All Other,Two storey side/rear extension and conversion of roofspace to habitable use to include 4 rear and 3 front rooflights to allow for conversion of dwelling house into 2 x 2-bed and 2 x 1-bed self-contained flats with associated parking and amenity space,,51,RUISLIP,,HA4 8NQ,,,,,4,1,3,,,Approved,10/10/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=68788/APP/2022/1728
212965,Waltham Forest,23/09/2021,Approved,All Other,"Subdivision of the curtialge land and construction of a two storey building to facilitate the creation of a self-contained dwellinghouse (1 x 1-bedroom). Works include front boundary wall treatment, solar panelling to the main front roof slope, provision of cycle/bin storage and associated landscaping.","11a Kitchener Road, Walthamstow, London, E17 4LJ",11a,,,,,,,,1,0,1,,,Approved,27/09/2022,,,
22/00773/FUL,London Borough of Bexley,28/03/2022,Approved,All Other,"Erection of one pair of two bed semi-detached dwellings with access from Craydene Road, associated parking and amenity space.",,42,Slade Gardens,,DA8 2HT,,,,,2,0,2,,,Approved,19/12/2022,,,
22/02548/FUL,Bexley,12/10/2022,Approved,All Other,"Demolition of 20 St James Way and erection of 4 x 4 bedroom, 1 x 3 bedroom and 1 x 5 bedroom detached dwellings with access from St. James Way, parking and landscaping.",20 And Land At Rear Of 22-28 St James Way Sidcup Kent DA14 5ER,,,,,,,,,6,1,5,,,Approved,26/01/2023,,,
P0898.22,Havering,08/06/2022,Approved,All Other,"Two storey, 2-bed, semi-detached dwelling with associated parking and amenity space, involving demolition of existing garage",34 Highview Gardens,,Upminster,,RM14 2YZ,,,,,2,0,2,,,Approved,26/09/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0898.22
22/4202/FUL,London Borough of Barnet,17/08/2022,Approved,All Other,Single storey rear extension and side/rear extension. Roof extension involving rear dormer with juliette balcony and 3no front facing rooflights. Amalgamation of 2 ground floor flats to form 2no bedroom dwelling for 3no people,,6,Russell Road,West Hendon,NW9 6AL,,,,,0,1,-1,,,Approved,13/10/2022,,,
2022/2281/P,Camden,08/07/2022,Approved,All Other,Conversion of two flats into a 1 x7 bed flat at ground and 1st floor,,37,Avenue Road,London,NW8 6DA,,,,,1,2,-1,,,Approved,22/08/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/2281/P
223030FUL,Ealing,11/07/2022,Approved,All Other,Conversion of single dwellinghouse into two self-contained flats; facilitated by single storey rear/side extension; rear roof and outrigger extension with two Juliet balconies; and associated external alterations,3 Agnes Road,,Agnes Road,London,W3 7RE,,,,,2,0,2,,,Approved,07/09/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223030FUL;
P0230.22,Havering,07/03/2022,Approved,All Other,"2 x Two Storey, 3-bed, detached dwellings with associated parking and amenity space.",202-206 Wingletye Lane,,Hornchurch,,RM11 3AL,,,,,4,0,4,,,Approved,06/07/2022,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0230.22
P/2815/22,Harrow,29/07/2022,Approved,All Other,Redevelopment to provide two X two storey detached (6 bed) dwelling houses with habitable roofspaces; separate amenity space; hard and soft landscaping; bin and cycle stores,Floresta,,Nugents Park,Pinner,HA5 4RA,,,,,2,1,1,,,Approved,25/01/2023,,,http://site.com?appref=P/2815/22-or-1212783
20/2802/FUL,London Borough of Barnet,22/06/2020,Approved,All Other,Demolition of detached dwellinghouse and erection of two semi-detached dwellinghouses. Provision of vehicular access to front to provide one additional car parking space. Retention of two car parking spaces at the rear.,,16,Woodward Avenue,Hendon,NW4 4NY,,,,,2,1,1,,,Approved,06/04/2022,,,
22/01610/FUL,Enfield Council,19/05/2022,Approved,All Other,Sub division of site and erection of 2-storey end of terrace family dwelling with parking and outside amenity space.,,63,Leighton Road,,EN1 1XN,,,,,1,0,1,,,Approved,19/08/2022,,,
HGY/2022/2723,Haringey,07/10/2022,Approved,All Other,"Redevelopment of Brunel Walk to provide 45 new Council rent homes in four buildings ranging from 3 to 4-storeys high including 39 apartments and 6 maisonettes. Provision of associated amenity and play space, cycle and refuse/recycling stores and 4 wheelch","Brunel Walk, London, N15 5HQ",,Brunel Walk,,N15 5HQ,,,,,45,0,45,,,Approved,04/04/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GCYFAA4
215021FUL,Ealing,23/08/2021,Approved,All Other,"Change of use of firsts floor and second floor and part ground floor from offices (Use Class B1a) to residential (Use Class C3) to accommodate 5 self-contained flats ,provision of cycle storage and refuse storage facilities; creation of private amenity space for ground floor flat; replacement of windows and creation of new openings to ground floors; alterations to side entrance.",45 The Mall,,The Mall,London,W5 3TJ,,,,,5,0,5,,,Approved,08/06/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/215021FUL;
41668/APP/2022/877,Hillingdon,16/03/2022,Approved,All Other,"Use of existing two storey side extension as 1 x 1-bedroom dwelling. Erection of front porch extension, boundary treatment, separate amenity space, off-street parking, bin and cycle storage and landscaping to frontage.",25 WEST WALK,25,West Walk,Hayes,UB3 3JH,,,,,2,1,1,,,Approved,13/07/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=41668/APP/2022/877
21/AP/2034,London Borough of Southwark,15/06/2021,Approved,All Other,"Temporary change of use of residential accommodation within a boarding house (Use Class C2) related to a school (F1) to independent accommodation within use class (C3) for a period of 24 months, until July 2024.",,2,Gallery Road,,SE21 7AB,,,,,2,0,2,,,Approved,04/07/2022,,,
22/1629/FUL,London Borough of Barnet,28/03/2022,Approved,All Other,"Demolition of rear storage/retail unit and construction of a retail unit with basement level and 2no self-contained dwellings over first and second floors, with side balconies and private screens. Associated refuse/recycling store, cycle store parking and amenity space",,330,High Road,East Finchley,N2 9AD,,,,,2,0,2,,,Approved,23/05/2022,,,
1518/22,Redbridge,10/06/2022,Approved,All Other,"Conversion of garage into habitable room. Part first floor, part two storey side extension. Single storey rear extension. Loft conversion with rear dormer. One front rooflight. Raised patio with steps down to garden. Conversion of single dwellinghouse into two self-contained flats (1x two-bedroom, 1x three-bedroom) with associated amenity space, parking and refuse storage. (Summary)",Development At 15,,Essex Road,South Woodford,,,,,,2,1,1,,,Approved,23/08/2022,,,
221153,Waltham Forest,27/07/2022,Approved,All Other,Conversion of the property from two self-contained flats to a single-family two bedroom dwelling house (Use class C3).,"60 Colchester Road, Leyton, London, E10 6HB",60,,,,,,,,0,1,-1,,,Approved,20/01/2023,,,
22/4827/FUL,London Borough of Barnet,29/09/2022,Approved,All Other,"Conversion of commercial unit class (Ec, Sui Generis) into residential use class (C3)",108-112 Regents Park RoadLondonN3 3JG,,,,,,,,,1,0,1,,,Approved,11/01/2023,,,
220246FUL,Ealing,20/01/2022,Approved,All Other,Construction of a 5-bedroom dwellinghouse (Following demolition of existing),12 Egerton Gardens,,Egerton Gardens,London,W13 8HQ,,,,,1,0,1,,,Approved,12/12/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/220246FUL;
21/6150/FUL,London Borough of Barnet,23/11/2021,Approved,All Other,"Change of use from a dwelling-house (Use Class C3) to a dental surgery (Use Class E) and retrospective approval of a rear cabin, AC units and cladding to the front of the existing practice. (AMENDED DESCRIPTION)",Edge Dental Care (Surgery),150,Broadfields Avenue,Edgware,HA8 8SS,,,,,0,1,-1,,,Approved,14/04/2022,,,
213082,Waltham Forest,14/10/2021,Approved,All Other,Demolition of existing structures forming the rear part of the ground floor restaurant. Construction of a replacement single storey rear extension to the commercial premises. Sub-division of the land to the rear and change of use from restaurant (Use class E(b)) to residential (Use class C3). Construction of a single storey building to provide a 2-bedroom self-contained residential unit together with bin/cycle storage and associated landscaping.,"25 - 27 Orford Road, Walthamstow, London, E17 9NL",25 - 27,,,,,,,,1,0,1,,,Approved,28/07/2022,,,
22/4998/FUL,London Borough of Barnet,11/10/2022,Approved,All Other,Change of use from commercial (Class E) to single family dwelling (Class C3). Alterations to fenestration and lowering of front hardstanding to original level. Removal of front signage and side coal shed (amended description and drawings).,211 Chase SideLondonN14 5LE,,,,,,,,,1,2,-1,,,Approved,18/01/2023,,,
HGY/2022/0295,Haringey,17/01/2022,Approved,All Other,"Redevelopment of existing car parking area to provide 3 x 3 bedroom houses over three-storeys with associated gardens, refuse/recycling and cycle stores. Reconfiguration of parking area accessed off Tilson Road to rear, including new vehicular gate, provi","Land at Ashdowne Court fronting Spencer Road, Lansdowne Road, London, N17 9XQ",,,,,,,,,3,0,3,,,Approved,14/04/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GFDrAAO
22/AP/3562,London Borough of Southwark,14/10/2022,Approved,All Other,Alterations including amalgamation of existing flat back into single dwelling house; alterations to existing rear extension including addition of rooflights and changes to rear fenestration with formation of single large opening and new cladding; rendering of exposed brick lintel detail to first floor rear elevation.,,24,West Square,,SE11 4SN,,,,,0,1,-1,,,Approved,30/11/2022,,,
18/06069/FUL,Croydon,17/12/2018,Approved,All Other,"The erection of a part 33 storey, part 11 storey and part single storey building providing 230 residential units (Use Class C3); ancillary residents' gym; communal roof terraces and amenity spaces; new vehicular access; car parking; cycle parking; waste storage, and associated works. (Note: the amendments include the reduction in height to 33 storeys, changes to the facade details including materials, minor internal changes and the introduction of a 8 metre wind mitigation screen to the first floor terrace located on the western side of the building)",4 to 20,,Edridge Road,,CR0 1EE,,,,,230,0,230,,,Approved,25/07/2022,,,
21/06176/FUL,London Borough of Croydon,13/12/2021,Approved,All Other,"Erection of part single/part two storey side and rear extensions, hip to gable roof extension and rear dormer to create new 3 new self-contained dwellings being 1 x 3 bedroom unit and 2 x 1 bedroom units.",,13,Buckingham Gardens,,CR7 8AT,,,,,3,1,2,,,Approved,16/12/2022,,,
21/5918/FUL,London Borough of Barnet,29/11/2021,Approved,All Other,Proposed conversion of the existing dwelling into 1no ground floor front studio flat and 3no self-contained flats and associated refuse/recycling parking and cycle storage. Retention of existing front porch extension (AMENDED DRAWINGS AND DESCRIPTION).,,183,Hendon Way,,NW2 1JJ,,,,,4,1,3,,,Approved,20/04/2022,,,
1037/22,Redbridge,24/03/2022,Approved,All Other,Addition of second floor to create new one bedroom self-contained flat with associated cycle and waste storage. (summary),Development At 614,,Green Lane,Seven Kings,,,,,,1,0,1,,,Approved,18/05/2022,,,
HGY/2022/2506,Haringey,15/09/2022,Approved,All Other,"Conversion of the existing 6 x studio flats into 1x 3-bedroom, 1 x 2-bedroom and 1 x studio flats including the erection of a single storey rear extension.","102, Woodlands Park Road, London, N15 3SD",102,Woodlands Park Road,,N15 3SD,,,,,2,6,-4,,,Approved,15/02/2023,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GCb4AAG
P2020/3388/FUL,Islington,02/12/2020,Approved,All Other,"Proposed demolition and redevelopment of an existing outrigger building from 2 storey to 3 storey and roof works to provide 3 residential (C3) units (2no. x 2 bed, 3 person and 1no. x 1 bed, 2 person) self contained apartments with associated amenity space, with rooflights and PV panels. Plus front courtyard works including new front boundary, bin stores, cycle storage and associated works.",First Floor Rear,,Farringdon Road,London,EC1R 3AP,,,,,3,1,2,,,Approved,25/10/2022,,,
HGY/2022/2221,Haringey,23/06/2022,Approved,All Other,Rear and front extension and loft conversion to create 2 x 2 bed flats and 1 x studio flat. Retail unit retained,"Shop, 62, Turnpike Lane, London, N8 0PR",62,Turnpike Lane,,N8 0PR,,,,,3,0,3,,,Approved,08/11/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GJaXAAW
21/P2230,Merton,08/06/2021,Approved,All Other,ERECTION OF AN ADDITIONAL FLOOR TO THE EXISTING BLOCK OF FLATS TO PROVIDE 4 NEW RESIDENTIAL UNITS (AMENDED).,Heron Court,6,Pepys Road,Raynes Park,,,,,,4,0,4,,,Approved,27/06/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=21/P2230
1803/22,Redbridge,01/06/2022,Approved,All Other,Erection of second floor to create a self-contained studio flat with associated cycle and refuse storage. (Summary).,Development At 94,,Ilford Lane,,,,,,,1,0,1,,,Approved,24/08/2022,,,
22/AP/2041,London Borough of Southwark,10/06/2022,Approved,All Other,Construction of a part two and part three-storey end of terrace four bedroom dwellinghouse including a basement and associated landscaping works and cycle storage (Re sub),,96,Upland Road,,SE22 0DE,,,,,1,0,1,,,Approved,12/01/2023,,,
2021/1236,Wandsworth,16/03/2021,Approved,All Other,Demolition of existing garages erection of one-storey (plus basement) 2-bedroom house,Garages South of 177 to 181 Elsley Road,,Heathwall Street,London,,,,,,1,0,1,,,Approved,29/07/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/1236
P0233.23,Havering,09/02/2023,Approved,All Other,"Two storey, 6-bed, detached dwellinghouse with habitable roof space, amenity space, and associated parking, involving demolition of existing dwellinghouse",63 Parkstone Avenue,,Hornchurch,,RM11 3LT,,,,,2,2,0,,,Approved,05/04/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0233.23
210487,Waltham Forest,15/03/2021,Approved,All Other,Demolition of existing building and construction 2 x 2-storey single dwelling houses with associated refuse/recycle storage and landscaping.,"Store And Yard, 1b Pendlestone Road, Walthamstow, London, E17 9BH",1b,,,,,,,,4,0,4,,,Approved,16/06/2022,,,
205302FUL,Ealing,23/12/2020,Approved,All Other,"Residential redevelopment comprising three single storey detached houses; four x two storey detached houses and a two storey building comprising two flats; associated landscaping, cycle parking, refuse storage and access (Following demolition of existing buildings)",Workshop Land Between Hanson Gardens,,Hanson Gardens,Southall,UB1 1BP,,,,,9,0,9,,,Approved,13/04/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/205302FUL;
22/3336/FUL,London Borough of Barnet,18/07/2022,Approved,All Other,Conversion of the existing dwelling into 2no. self-contained flats including two storey side extension,,133,Friern Park,North Finchley,N12 9LR,,,,,1,0,1,,,Approved,09/11/2022,,,
1207/22,Redbridge,23/04/2022,Approved,All Other,"Conversion of garage into habitable room. First floor side extension. Part single, part two storey rear extension to extend existing dwelling and create 1x new two-bedroom house with associated amenity space, car parking, cycle and refuse storage. (summary)",Development At 20,,Homefield Avenue,Newbury Park,,,,,,1,0,1,,,Approved,17/06/2022,,,
22/02438/FUL,London Borough of Bexley,29/09/2022,Approved,All Other,Part one/part two storey rear extension and provision of two additional storeys to provide one commercial unit and 9 residential units comprising of 5x2 bed and 4x1 bed flats.,,237,Broadway,,DA6 7EL,,,,,9,0,9,,,Approved,13/01/2023,,,
22/1162/FUL,London Borough of Barnet,07/03/2022,Approved,All Other,Conversion of the existing first floor flat in 2no self-contained flats involving new front bay window following removal of the dormer window. First floor rear extension.,,42,High Road,East Finchley,N2 9PJ,,,,,2,1,1,,,Approved,29/04/2022,,,
22/0740/FUL,London Borough of Barnet,17/02/2022,Approved,All Other,"Three storey side extension to provide 2no. self contained flats at first and second floor levels and rear extension to accommodate new lift. Associated car parking, cycle store, refuse storage and alterations to landscaping",Henley Court,,Watford Way,Hendon,NW4 4SR,,,,,2,0,2,,,Approved,13/09/2022,,,
213883,Waltham Forest,08/12/2021,Approved,All Other,Subdivision of the site and construction of a single storey rear extension to facilitate the conversion of an existing dwelling-house into two 2-storey dwelling-houses (1 x 1 bedroom and 1 x 3 bedroom). Construction of a front canopy. (amended description),"63 Devonshire Road, Walthamstow, London, E17 8QH",63,,,,,,,,1,0,1,,,Approved,09/03/2023,,,
DM2022/00435,London Borough of Sutton,05/04/2022,Approved,All Other,Erection of two 2 storey semi-detached dwellings with refuse and cycle storage.,Former The BungalowBishops PlaceSuttonSM1 4PH,,,,,,,,,2,0,2,,,Approved,10/01/2023,,,
22/P0813,Merton,20/04/2022,Approved,All Other,"ERECTION OF A TWO STOREY END TERRACE DWELLINGHOUSE AND LOFT LEVEL, DEMOLITION OF EXISTING OUTBUILDING AND ERCETION OF A SINGLE STOREY REAR EXTENSION AND REAR ROOF EXTENSION TO EXISTING DWELLING",,533,Commonside East,Mitcham,CR4 1HH,,,,,1,0,1,,,Approved,05/08/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P0813
