LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
23/P0329,Merton,01/02/2023,Approved,All Other,"DEMOLITION OF EXISTING BUILDINGS AND CONSTRUCTION OF PART 4/PART 5/PART 6 STOREY BUILDING COMPRISING A PURPOSE BUILT HALL OF RESIDENCE (SUI GENERIS) AND CLASS E FLOORSPACE (COMMERCIAL) AT GROUND FLOOR LEVEL, TOGETHER WITH NEW AREAS OF PUBLIC REALM.",Signal House,144,Kingston Road,Wimbledon,SW19 1LY,,,,,271,0,271,,,Approved,01/12/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=23/P0329
22/04467/FUL,Lambeth,16/01/2023,Approved,All Other,Erection of a two storey dwellinghouse and alteration to the front boundary wall including a new entrance gate.,5 Dorchester Drive London Lambeth SE24 0DQ,,Dorchester Drive,,SE24 0DQ,,,,,1,0,1,,,Approved,19/12/2023,,,
40560/APP/2024/517,Hillingdon,28/02/2024,Approved,All Other,Change of use from C3 (residential dwelling) to C4 (HMO) (Application for a Certificate of Lawful Development for a Proposed Development),827 UXBRIDGE ROAD,,HAYES,,UB4 8HZ,,,,,1,1,0,,,Approved,05/04/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=40560/APP/2024/517
P1789.21,Havering,22/09/2021,Approved,All Other,"Erection of a part five storey and part six-storey mixed-use development to include 8 x 1-bed, 22 x 2-bed, 7 x 3-bed self-contained residential units, ground floor commercial units, associated car parking, cycle stores, landscaping and refuse facilities and to involve the demolition of existing buildings on site",23-25 Victoria Road,,,,RM1 2JT,,,,,37,0,37,,,Approved,01/12/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P1789.21
23/02199/FUL,London Borough of Bexley,06/10/2023,Approved,All Other,"Change of use from dwellinghouse (Use Class C3) to supported living accommodation (Use Class C2) to provide 24 hour care with staff on-site, with the reconfiguration of Flat 2 on the ground floor to reduce to a one-bed flat and provide staff facilities, and the installation of CCTV cameras.",Old Clinic Apartments,57,William Foster Lane,,,,,,,0,5,-5,,,Approved,04/12/2023,,,
P0508.22,Havering,29/03/2022,Approved,All Other,"2 x 3 storey, 8-bed detached dwellings with habitable roof space, associated parking, amenity space, and new front boundary wall and vehicular crossover, involving demolition of existing detached dwelling and annex.",1A Sylvan Avenue,,Hornchurch,,RM11 2PL,,,,,2,2,0,,,Approved,10/11/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0508.22
1331/APP/2022/2553,Hillingdon,23/08/2022,Approved,All Other,"Partial demolition and redevelopment of the former canteen building to provide a new healthcare facility (Class E(e)), nursery (Class E(f)) and reconfigured residential building (Block H) (Class C3) with a commercial unit at ground floor (Class E), including associated landscaping, access, car parking and other engineering works.","Canteen Building, Former Nestle Factory site",,NESTLES AVENUE,,UB3 4RF,,,,,41,0,41,,,Approved,18/05/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=1331/APP/2022/2553
18/0693/FUL,Richmond upon Thames,17/04/2018,Approved,All Other,"Erection of a two storey house with additional rooms in the roof at the corner of St James's Road and Park Road (currently part of the plot of 59 Park Road). Alterations to boundary wall to facilitate the creation of new access from St James Road together with associated hard and soft landscaping, cycle and refuse stores and 2 x off-street parking.",,59,Park Road,,TW12 1HX,,,,,1,0,1,,,Approved,27/10/2023,,,
J0011.23,Havering,14/04/2023,Approved,Prior Approval,"Change of use of first, second, part third and fourth floors from offices (class E) to C3 residential (18 x studio, one bed and two bed flats) with associated car parking, cycle and bin storage.","27-29 Scottish Mutual House, North Street, Havering",,Hornchurch,,RM11 1RS,,,,,18,0,18,,,Approved,08/06/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=J0011.23
P0304.23,Havering,15/03/2023,Approved,All Other,"Roof extension, two-storey rear extension, and external alterations to mixed use building to create 6 additional flats. Internal alterations to facilitate the creation of a residential lobby, stair core and lift. Reconfiguration of 53.5sqm of residential/office space, and hard and soft landscaping",168-182 Main Road,,Gidea Park,,RM2 5JA,,,,,7,1,6,,,Approved,12/12/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0304.23
41316/APP/2023/863,Hillingdon,22/03/2023,Approved,All Other,Conversion of roof space to habitable use to include a rear dormer and conversion from hip to gable end. Change of use from a single dwelling (Class C3) to a 6-person HMO (Class C4) (Application for a Certificate of Lawful Development for a Proposed Development),195 STATION ROAD,,HAYES,,UB3 4JB,,,,,1,1,0,,,Approved,18/05/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=41316/APP/2023/863
22/04600/P3MA,Lambeth,23/12/2022,Approved,Prior Approval,Application for Prior Approval for the change of use of office (Use Class E) to 5x residential unit (Use Class C3) with the provision for cycle and refuse storage.,,11,Clapham Park Road,,SW4 7EE,,,,,5,0,5,,,Approved,17/08/2023,,,
23/00847/LDCP,London Borough of Bexley,05/05/2023,Approved,All Other,Lawful Development Certificate (Proposed) for the Change of Use from Class C3 (Residential) to Class C2 (Residential Home for up to two children or young people with up to two full-time resident carers working on a rota basis and sleeping overnight).,,19,St Andrews Close,,SE28 8NY,,,,,0,1,-1,,,Approved,30/06/2023,,,
22/03666/FUL,Lambeth,13/10/2022,Approved,All Other,Erection of a two storey (basement and ground) 1bed self-contained residential unit together with the provision of cycle/refuse storage and boundary treatment plus solar panels.,Plot Adjacent 2,,Penford Street,,SE5 9JA,,,,,1,0,1,,,Approved,12/09/2023,,,
23/01594/CLOPUD,Westminster,29/03/2023,Approved,All Other,"Use of ground, first and second floors as a dwellinghouse (Class C3).",38 Abbey RoadLondonNW8 0AS,,,,,,,,,1,0,1,,,Approved,24/04/2023,,,
29971/APP/2023/458,Hillingdon,17/02/2023,Approved,All Other,"Erection of a single storey rear extension. Conversion of roof space to habitable use to include 3 front roof lights, a rear dormer and conversion from hip to gable end. Change of use from a single dwelling (Class C3) to a 6-person HMO (Class C4) (Application for a Certificate of Lawful Development for a Proposed Development).",156 PARK LANE,,HAYES,,UB4 8AG,,,,,1,1,0,,,Approved,12/04/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=29971/APP/2023/458
2023/0891/P,Camden,01/03/2023,Approved,All Other,"Erection of mansard roof extension to create a 3 bedroom residential flat (Class C3) with terrace at third floor level, extension of existing rear facing extraction to 1m above proposed roofline.",135 Flat A,,King's Cross Road,London,WC1X 9BJ,,,,,1,0,1,,,Approved,07/11/2023,,,
23/01971/CPU,Royal Borough of Kingston (LA Code),26/07/2023,Approved,All Other,Conversion of the existing 4 bedroom dwelling house (Class Use C3) into House in Multiple Occupation (Class Use C4) for up to 6 people,,71,Addison Gardens,,KT5 8DJ,,,,,1,1,0,,,Approved,20/09/2023,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RY1O71NHHBC00
21/03939/FUL,Kingston,24/12/2021,Approved,All Other,"Refurbishment, restoration and extension of the County Hall (Grade II*) to provide flexible commercial use (class E) and residential use (class C3), demolition of The Canteen Building and The Computer Wing Building, erection of replacement buildings of between 2 and 6 storeys for residential use (class C3), alterations to the existing boundary including Nos. 5 & 7 Milner Road, new means of access, associated public realm and landscaping, highway works, car and cycle parking and all ancillary and associated work. This application is accompanied by an Environmental Statement. (Amended Description, Amended Plans and Additional Information Received)",County Hall Developemnt Site,,Penrhyn Road,,KT1 2EA,,,,,292,0,292,,,Approved,22/09/2023,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=R3V8C6NH04300
54324/APP/2023/2232,Hillingdon,27/07/2023,Approved,All Other,Retrospective planning application for the change of use from Class C3 (dwelling house) to Class C2 (residential institution) to provide supported living accommodation for 2 children,6 WEST ROAD,,WEST DRAYTON,,UB7 9LG,,,,,0,1,-1,,,Approved,11/12/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=54324/APP/2023/2232
2022/3779/P,Camden,05/09/2022,Approved,All Other,"Conversion of 1st, 2nd and 3rd floors to facilitate the creation of 1 x one-bedroom self contrained flat and 1 x two-bedroom self contained flat.",49 Lupton Street,49,,London,NW5 2HS,,,,,2,1,1,,,Approved,28/07/2023,,,
2023/0095/P,Camden,09/01/2023,Approved,All Other,"Change of use of single dwelling house into 2 x self-contained units and associated works including conversion of integral garage into habitable accommodation, erection of a mansard roof extension, rear ground floor extension, and creation of roof terrace at first floor level.",Flat A,,7 Loveridge Mews,London,NW6 2DP,,,,,2,1,1,,,Approved,27/09/2023,,,
75862/APP/2023/2301,Hillingdon,03/08/2023,Approved,All Other,"Change of use from Class C3 Dwellinghouse to Sui Generis large HMO (6 no. bedrooms / 7 no. occupants), the erection of a first floor rear extension (as per approved application ref. 75862/APP/2023/1306), ground floor rear extension (as per approved application ref. 75862/APP/2020/2807), rear dormer extension and installation of 2 no. skylights to the front slope of the roof (as per approved application ref. 75862/APP/2020/2805) and internal layout reconfiguration",22 REDMEAD ROAD,,HAYES,,UB3 4AU,,,,,0,1,-1,,,Approved,26/10/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=75862/APP/2023/2301
2023/0525/P,Camden,03/04/2023,Approved,All Other,"Conversion of existing maisonette dwelling over upper three floors into three flats, conversion of existing loft into a study as part of the second floor flat including construction of a new dormer and rooflight, single and double storey rear extension at the lower ground floor and upper ground floor levels to extend the existing lower ground floor flat and proposed upper ground floor flat; other ancillary associated works including extension of the existing rear patio, installation of cycle stands in the front yard, and repair or rebuild the existing front boundary wall",38 Priory Road,38,,London,NW6 4SJ,,,,,3,1,2,,,Approved,17/07/2023,,,
2020/3043/P,Camden,09/07/2020,Approved,All Other,"Demolition of existing building and redevelopment to provide affordable workspace, and residential units. [For consultation purposes only: Proposed building is basement plus 11 storeys, containing 4 duplexes on the upper floors (3 x 1 bed, and 1 x 3 bed), with affordable workspace at ground floor, and ancillary cycle and refuse storage at basement].",,52,Tottenham Street,London,W1T 4RN,,,,,4,4,0,,,Approved,27/03/2024,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2020/3043/P
77287/APP/2023/455,Hillingdon,17/02/2023,Approved,All Other,"Conversion of roof space to habitable use to include 3 front roof lights, a rear dormer and conversion from hip to gable end. Erection of single storey extension to the rear. Change of use from a single dwelling (Class C3) to a 6-person HMO (Class C4) (Application for a Certificate of Lawful Development for a Proposed Development)",158 PARK LANE,,HAYES,,UB4 8AG,,,,,1,1,0,,,Approved,12/04/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=77287/APP/2023/455
22/P2301,Merton,24/08/2022,Approved,All Other,"CONVERSION THE EXISTING DWELLING TO 2NO. FLATS. INCLUDING TWO STOREY SIDE EXTENSION, SINGLE STOREY REAR EXTENSION AND FIRST FLOOR EXTERNAL AMENITY SPACE.",,29,Claremont Avenue,New Malden,KT3 6QN,,,,,2,0,2,,,Approved,10/05/2023,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P2301
21/0181/OUTOPDC,Ealing,18/11/2021,Approved,All Other,"Hybrid planning application (part full/part outline) for the demolition of all buildings and phased redevelopment to provide up to seven buildings. Full planning permission is sought for a building comprising residential units (Class C3) flexible commercial/community/town centre uses (Classes E/F) and a building providing co-living units (Sui Generis) OR student accommodation units (Sui Generis), co-working space (Class E) and flexible commercial/community/town centre uses (Classes E/F/Sui Generis), along with basement, associated cycle and car parking, creation of publicly accessible landscaped open space and associated highway works and public realm improvements. Outline planning permission is sought for a building providing office floorspace (Class E) and flexible commercial/community/town centre uses (Classes E/F/Sui Generis); a building providing residential units (Class C3) and flexible commercial/community/town centre uses (Classes E/F/Sui Generis); a building providing a hotel (Class C1), OR office floorspace (Class E) and flexible commercial/community/town centre uses (Classes E/F/Sui Generis); a building providing residential units (Class C3), and flexible commercial/community/town centre uses (Class E/F/Sui Generis); a building providing residential units (Class C3) and flexible commercial/community/town centre uses (Class E/F/Sui Generis); below ground space providing back of house space (including plant, cycle and car parking) ancillary to the residential development, flexible commercial / community / town centre uses, with back of house space (including plant, cycle and car parking) ancillary to the wider flexible commercial / community / town centre uses on the site, and associated publicly accessible landscaped open space, associated highway works and public realm improvements. The application is accompanied by an Environmental Statement.",1,1,Portal Way,,W3 6RS,,,,,1326,0,1326,,,Approved,28/03/2024,,,
2022/0475/P,Camden,07/02/2023,Approved,All Other,Conversion of 2 flats into a single dwelling.,19 Gladys Road,,,London,NW6 2PU,,,,,1,2,-1,,,Approved,11/12/2023,,,
2021/1211,Hackney,05/05/2021,Approved,All Other,"Erection of a four-storey building, plus basement level, to provide office floorspace (Use Class E) and&nbsp;three self-contained residential units (Use Class C3) including cycle parking and refuse storage.",,35,LONDON LANE,HACKNEY,E8 3PR,,,,,3,0,3,,,Approved,15/05/2023,,,/planning/index.html?fa=getApplication&id=70399
22/4526/FUL,London Borough of Barnet,14/09/2022,Approved,All Other,"Demolition of the existing building and redevelopment of the site with the erection of a part-3 to part-7 storey building (including lower ground floor and mezzanine floor), to provide of 92no. residential units (Use Class C3), reprovision of 728sqm of employment space (flexible workshop units) (Use Class E) with associated access, parking and cycle parking spaces, refuse storage, landscaping and amenity spaces and supporting infrastructure",Intec House,49,Moxon Street,,EN5 5TS,,,,,92,0,92,,,Approved,28/11/2023,,,
2023/4971/P,Camden,21/11/2023,Approved,All Other,Amalgamation of the existing two self-contained flats into one single dwellinghouse (Class C3).,45 Elsworthy Road,,,London,NW3 3BS,,,,,1,2,-1,,,Approved,09/01/2024,,,
2023/03298/FUL,London Borough of Hammersmith and Fulham,20/12/2023,Approved,All Other,Use of third and fourth floors as an office use (Class E).,,"526, 528",Fulham Road,,SW6 5NR,,,,,0,1,-1,,,Approved,21/02/2024,,,
2023/4530/P,Camden,23/10/2023,Approved,All Other,"Convert two flats into a single dwellinghouse, lower the lower ground floor level at the front of the house by 0.4m, replacement glazed rear infill extension at lower ground floor level and replacement rear windows at all levels",,56,Gayton Road,London,NW3 1TU,,,,,1,2,-1,,,Approved,15/02/2024,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/4530/P
2023/2176/P,Camden,29/05/2023,Approved,All Other,Amalgamation of two existing flats to create a single dwellinghouse including erection of single storey rear infill extension and associated alterations.,133 Leighton Road,133,Leighton Road,London,NW5 2RB,,,,,0,1,-1,,,Approved,18/07/2023,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/2176/P
21/03469/FUL,London Borough of Bexley,18/11/2021,Allowed,All Other,"Change of use from residential (Class C3) to HMO (Sui Generis) for up to 8 persons including two storey side extension and alterations to the roofline incorporating rear dormer extension with ancillary parking, cycle stores and bin stores",,1,The Drive,,DA8 1ED,,,,,0,1,-1,,,Refused,08/08/2022,,,
24/0174/FUL,London Borough of Barnet,18/01/2024,Approved,All Other,"Conversion of the existing dwelling into 4no. self-contained flats including part single, part two storey side and rear extension, roof extension involving hip to gable and rear dormer window, 4no front facing rooflights and new side window",,116,The Vale,Childs Hill,NW11 8SL,,,,,4,0,4,,,Approved,14/03/2024,,,
23/07253/FULL,Westminster,15/11/2023,Approved,All Other,Use as a flat (Class C3) at lower ground floor level and a maisonette (Class C3) over ground to third floor levels.,,32,Upper Berkeley Street,,W1H 5QE,,,,,1,0,1,,,Approved,06/03/2024,,,
20/04934/FULL,Westminster,18/08/2020,Approved,All Other,"Demolition of 114-150 Queensway and 97-113 Inverness Terrace, and redevelopment to provide two buildings comprising basement, ground and up to six upper floor levels, providing retail use (Class E) at ground floor, residential units (Class C3) and Office (Class E) floorspace at upperfloors, with associated amenity space, basement level secure cycle parking, ancillary facilities and plant, with servicing provision to Cervantes Court.",114 - 150 QueenswayLondon,114-150,Queensway,,,,,,,32,27,5,,,Approved,08/12/2023,,,
22/0649/FUL,Barnet,22/02/2022,Approved,All Other,"Demolition of existing buildings and structures, and redevelopment of the site including construction of 10no new buildings, ranging from 1 to 5 storeys (plus basement) in height and refurbishment of and extension to Bittacy Cottage - comprising 175 units of specialist older persons housing (Class C2) with ancillary communal facilities, 9no. residential dwellings (Class C3) and a community facility (Flexible Class F1/F2/E) alongside public open space, provision of car and cycle parking, associated landscaping and associated works (SUBJECT TO SECTION 106 LEGAL AGREEMENT DATED 22 DECEMBER 2023)",Former Watch Tower House And Kingdom Hall Sites The Ridgeway London NW7 1RS,,,,,,,,,184,0,184,,,Approved,22/12/2023,,,
42671/APP/2023/2912,Hillingdon,06/10/2023,Approved,All Other,Change of use from C3 dwelling to C4 HMO with the erection of bicycle storage to rear (amended location plan),76 ROCKINGHAM ROAD,,UXBRIDGE,,UB8 2UA,,,,,1,1,0,,,Approved,14/12/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=42671/APP/2023/2912
2021/1807,Hackney,22/06/2021,Approved,All Other,"Erection of part two, part three, part four storey building facing Princess May Road and a five storey building facing&nbsp; Stoke Newington Road [following demolition of lower-ground and ground floor office floorspace (Use Class E) and car park] to provide 15 self-contained residential units and a flexible use at ground floor level (Class E); external alterations to existing Alexandra Court block to include remodelled front entrances; associated landscaping to include replacement trees, a communal courtyard to the rear of Alexandra Court, cycle and bin storage.",,67a,STOKE NEWINGTON ROAD,HACKNEY,N16 8AH,,,,,15,0,15,,,Approved,20/02/2024,,,/planning/index.html?fa=getApplication&id=70656
72277/APP/2023/1713,Hillingdon,13/06/2023,Approved,All Other,Single storey rear extension. Loft conversion with the insertion of a rear dormer. Change of use from Dwellinghouse (Class C3) to Children's Residential Care Home (Class C2). (Description change).,179 RYEFIELD AVENUE,,HILLINGDON,,UB10 9DB,,,,,0,1,-1,,,Approved,08/12/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=72277/APP/2023/1713
2023/01889/PMA56,London Borough of Hammersmith and Fulham,20/07/2023,Approved,Prior Approval,Change of use of the ground floor from commercial use (Class E) into 5 x 1 bedroom self-contained flats (Class C3).,Bridge Studios,"318, 326",Wandsworth Bridge Road,,SW6 2TZ,,,,,5,0,5,,,Approved,24/01/2024,,,
23/00866/FUL,London Borough of Bexley,25/04/2023,Approved,All Other,Change of use from Class C3 (dwellinghouse) to House of Multiple Occupation (sui generis) for a maximum number of 8 persons.,,66,Ridge Way,Crayford,DA1 3PS,,,,,0,1,-1,,,Approved,06/09/2023,,,
52114/APP/2023/499,Hillingdon,21/02/2023,Approved,All Other,"Erection of a single storey rear extension, conversion of garage into habitable room along with Change of Use from a single dwelling house (Class C3) to an 8-person HMO (Sui Generis)",172 HARLINGTON ROAD,,HILLINGDON,,UB8 3HA,,,,,0,1,-1,,,Approved,25/09/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=52114/APP/2023/499
23/00702/FUL,Lambeth,24/02/2023,Approved,All Other,"Refurbishment of the property, involving erection of ground floor rear/front extension to the retail unit, together with erection of a first floor extension and a mansard roof extension to create a self contained flat.",,121,Norwood High Street,,SE27 9JF,,,,,1,0,1,,,Approved,20/11/2023,,,<enter PA URL here>
21/01010/FUL,Enfield Council,25/03/2021,Approved,All Other,Redevelopment of site by the erection of two detached dwelling houses with associated private amenity space.,Rear Of 6-9 Harwoods YardLondonN21 1BJ,6,Harwoods Yard,,N21 1BJ,,,,,2,0,2,,,Approved,18/08/2023,,,
2022/1030,Hackney,25/05/2022,Approved,All Other,"Redevelopment of the buildings with extensions and changes of use to provide nine new residential units, refurbished commercial space (use class E);&nbsp; associated cycle parking, refuse and recycling facilities; landscaping to Forest Place",William Gee House,520 - 522,KINGSLAND ROAD,HACKNEY,E8 4AH,,,,,9,0,9,,,Approved,17/05/2023,,,/planning/index.html?fa=getApplication&id=73475
P2132.21,Havering,22/11/2021,Approved,All Other,"1 x 4-bed detached dwelling, 2 x 3-bed semi-detached dwellings, and 2 x 2-bed bungalows with associated parking and amenity space, involving demolition of existing detached dwellinghouse.",46 - 48 LAKE AVENUE,,RAINHAM,,RM13 9SH,,,,,5,1,4,,,Approved,11/10/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P2132.21
2022/4672/P,Camden,27/10/2022,Approved,All Other,"Amalgamation of two self-contained flats into single dwelling, basement excavation and demolition of existing rear extension to provide a new two-storey extension over lower ground and ground floor levels, and associated internal alterations.",25 Oakhill Avenue,25,,London,NW3 7RD,,,,,1,2,-1,,,Approved,12/07/2023,,,
43208/APP/2023/1672,Hillingdon,08/06/2023,Approved,All Other,Change of use from 6-unit HMO (Class C4) to 7-unit 7 person HMO (Sui Generis) with minor alterations to the rear elevation together with cycle and refuse storage.,LEEDERVILLE,,UXBRIDGE ROAD,,UB10 0PL,,,,,0,1,-1,,,Approved,02/08/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=43208/APP/2023/1672
24/00401/LDCP,London Borough of Bexley,07/02/2024,Approved,All Other,Lawful Development Certificate (proposed) for the change of use from a dwelling/house (C3) to a children's home (C2) providing care for up to four children.,,59,Northumberland Way,,DA8 3NT,,,,,0,1,-1,,,Approved,23/02/2024,,,
23/02392/FUL,London Borough of Bexley,04/10/2023,Approved,All Other,Construction of 2 x two storey semi-detached dwellings with loft rooms following demolition of existing bungalow,,94,Heversham Road,,DA7 5BJ,,,,,2,1,1,,,Approved,06/12/2023,,,
0248/23,Redbridge,24/02/2023,Approved,All Other,"Demolish existing outbuilding/flat. Single storey rear and side extensions. First floor side extension. Loft conversion with rear dormer. Three rooflights. Alterations to fenestrations. Internal alterations to contain 3 x residential flats (1x studio, 2x two-bedroom) with associated amenity space, cycle and refuse storage. (summary)",Development At 326,,Horns Road,Barkingside,,,,,,3,1,2,,,Approved,04/05/2023,,,
2023/01320/FUL,London Borough of Hammersmith and Fulham,08/06/2023,Approved,All Other,"Separation of the second floor level of No. 103 Gunterstone Road from No. 101 Gunterstone Road, to provide 1 x 2 bedroom self-contained flat.",101 And 103D Gunterstone Road London W14 9BT,,,,,,,,,1,0,1,,,Approved,03/08/2023,,,
23/02244/PRIORU,London Borough of Bexley,11/09/2023,Approved,All Other,Notification for Prior Approval for the construction of an additional storey on the existing flats to provide 12 additional residential units.,105-139 (Block A) & 141-175 (Block B) Wessex Drive Bexley Erith DA8 3AH,,,,,,,,,12,0,12,,,Approved,15/01/2024,,,
2023/3691/P,Camden,05/09/2023,Approved,All Other,Conversion of 2 x self-contained flats at ground and lower ground floor into 1 x 3 bedroom maisonette; erection of single storey rear extension and associated roof terrace; installation of a glass balustrade and new staircase to lower ground level; replacement of existing rear upper ground floor window with timber doors; and realignment of rear ground floor window.,28 Goldhurst Terrace,28,,London,NW6 3HU,,,,,1,2,-1,,,Approved,07/11/2023,,,
2021/2204,Hackney,09/08/2021,Approved,All Other,Erection of two-storey extension at first and second floor levels to provide 2 x 1-bedroom units including elevational alterations at ground floor level and provision of cycle and refuse storage.,,142 - 146,HOXTON STREET,HACKNEY,N1 6SH,,,,,2,0,2,,,Approved,17/08/2023,,,/planning/index.html?fa=getApplication&id=71047
23/01952/FUL,London Borough of Bexley,15/08/2023,Approved,All Other,Change of use from Class C3 (dwellinghouse) to Sui Generis HMO (House of Multiple Occupation) for a maximum of 8 people.,,1,Parkhill Road,,DA15 7NW,,,,,0,1,-1,,,Approved,23/11/2023,,,
24/0303/FUL,London Borough of Barnet,25/01/2024,Approved,All Other,"Demolition of existing house and erection of a two storey dwelling including rooms in roof space and lower ground floor level. Associated amenity space, refuse/recycling storage and parking",,24,Shirehall Gardens,Hendon,NW4 2QS,,,,,1,1,0,,,Approved,21/03/2024,,,
DM2022/01662,London Borough of Sutton,26/01/2023,Approved,All Other,The erection of a pair of semi detached houses with parking and boundary treatments.,Treetops,,Hillcroome Road,,SM2 5EL,,,,,1,0,1,,,Approved,04/08/2023,,,
23/00280/LDCP,London Borough of Lambeth,30/01/2023,Approved,All Other,Application for Certificate of Lawfulness (Proposed) with respect to the internal alteration of the 1x1-bed flat and 1x2-bed flat to result in 1x2-bed flat and a studio flat (amended description).,9 Hawarden Grove London Lambeth SE24 9DQ,,,,SE24 9DQ,,,,,2,2,0,,,Approved,16/05/2023,,,
77319/APP/2023/1106,Hillingdon,17/04/2023,Approved,All Other,"Erection of a two storey side extension to facilitate the creation of a two-bedroom dwellinghouse with front porch, alterations to existing boundary wall, provision of car and cycle parking, bin storage, subdivision of amenity space and associated landscaping.",2 COLBROOK AVENUE,,HAYES,,UB3 1TG,,,,,1,0,1,,,Approved,27/10/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=77319/APP/2023/1106
21/01373/FUL,Lambeth,02/07/2021,Approved,All Other,"Refurbishment of the mixed use building (Sui Generis/Use Class C3), involving reconfiguration of existing flats, the erection of rear extensions at first and second floor level and a roof top (additional floor) to provide 3 additional flats making a total of 6 residential units, including a front roof terrace, together with the installation extract flue to the rear and the provision of refuse and cycle stores.",,"206, 208",Coldharbour Lane,,SW9 8SA,,,,,5,2,3,,,Approved,09/10/2023,,,
23/00105/FUL,London Borough of Bexley,17/01/2023,Approved,All Other,Erection of a part one/part two storey side and rear extension including alterations to existing building to provide a self-contained retail unit and 3 flats with associated amenity space.,,61,Mayplace Road East,,DA7 6EA,,,,,3,1,2,,,Approved,26/04/2023,,,
2428/23,Redbridge,25/11/2023,Approved,All Other,Demolish existing structure. Erection of a two storey building for mix use to contain Commercial use at ground floor and one self-contained (one x 1-bedroom) flat on upper floors with associated waste / refuse storage and private amenity space. (AMENDED PLANS AND DESCRIPTION). (Summary).,Development Rear Of 237 And 239,,Ilford Lane,,,,,,,1,0,1,,,Approved,18/01/2024,,,
2023/0339/P,Camden,24/01/2023,Approved,All Other,Change of use from office (Class E) to provide 1x 4-bed self-contained flat (Class C3); removal of existing window and replacement with door,Unit 1-2,,Charlton King's Road,London,NW5 2SB,,,,,1,0,1,,,Approved,28/02/2024,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2023/0339/P
18595/APP/2023/850,Hillingdon,16/05/2023,Approved,All Other,Rear extension and loft conversion with the conversion of existing dwelling into 1 x 2-bedroom and 1 x 3-bedroom dwelling.,65 VICTORIA AVENUE,,HILLINGDON,,UB10 9AJ,,,,,2,1,1,,,Approved,11/07/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=18595/APP/2023/850
2023/2781/P,Camden,10/09/2023,Approved,All Other,Conversion from 2 x self-contained residential units at 2nd and 3rd floor levels to a single self-contained residential unit.,Flats 2nd and 3rd Floor,,8 Greencroft Gardens,London,NW6 3LS,,,,,1,2,-1,,,Approved,02/10/2023,,,
70575/APP/2023/1743,Hillingdon,16/06/2023,Approved,All Other,Temporary change of use of a pair of semi-detached dwellings (Class C3 use) to a Children's Home (Class C2 use for maximum of 2 residents with support staff) and all associated external works.,95-97 WILLOW TREE LANE,,HAYES,,Ub4 9BL,,,,,0,2,-2,,,Approved,18/10/2023,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=70575/APP/2023/1743
23/08472/FULL,Westminster,12/01/2024,Approved,All Other,Amalgamation of two residential units (Class C3) at upper ground floor and first floor to create one residential unit over two storeys together with the replacement of ground floor rear windows with french doors to rear.,,25,Randolph Crescent,,W9 1DP,,,,,1,2,-1,,,Approved,15/02/2024,,,
