LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
23/02430/FUL,Lambeth,31/07/2023,Approved,All Other,"Refurbishment of the building, involving erection of 2 additional storey extension (4th and 5th floors) to provide 4 self-contained flats and the erection of a single storey side outbuilding for the provision of cycle storage, plus the replacement of all windows, including alterations to elevations and landscaping",Kings West 10 Kings Avenue London Lambeth SW4 8BG,,,,,,,,,4,0,4,,,Approved,07/03/2024,,,
23/01143/FUL,London Borough of Lambeth,05/04/2023,Approved,All Other,"Erection of a mansard roof extension to create additional habitable room to the first floor flat, with amenity space and other ancillary works.",66 Hatfields London Lambeth SE1 8DH,,,,SE1 8DH,,,,,1,1,0,,,Approved,29/08/2023,,,
23/03527/P3MA,London Borough of Lambeth,10/11/2023,Approved,Prior Approval,Application for Prior Approval for the change of use of ground floor front from retail (Use Class E) to studio flat (Use Class C3).,92-94 Landor Road,,Development Control Pseudo Street,,SW9 9PE,,,,,1,0,1,,,Approved,16/01/2024,,,
23/01687/FUL,Lambeth,26/05/2023,Approved,All Other,"Erection of a single storey dwelling house at the rear of properties, together with provision of refuse store and landscaping, plus the creation of a new entrance access door on Stockwell Avenue.",218 - 220 Stockwell Road,,Development Control Pseudo Street,,SW9 9SU,,,,,1,0,1,,,Approved,30/10/2023,,,<enter PA URL here>
23/01932/LDCP,Lambeth,16/06/2023,Approved,All Other,Application for a Certificate of Lawfulness (Proposed) with respect to a change of use of the ground floor flat from a single dwellinghouse (C3) to a small House in Mutiple Occupation (HMO)(C4),,93,Landor Road,,SW9 9RT,,21/08/2023,,,1,1,0,,,Approved,21/08/2023,,,
23/02266/P3MA,Lambeth,14/07/2023,Approved,Prior Approval,Application for Prior Approval for the Change of use from Class E to a single residential dwelling (Use Class C3).,8 Francis Bentley Mews London Lambeth SW4 0EG,,,,,,,,,1,0,1,,,Approved,06/12/2023,,,
22/2386/FUL,London Borough of Barnet,04/05/2022,Approved,All Other,"Internal conversion of the existing hotel into 6no self-contained flats with associated refuse and recycling, parking and amenity space",,"4, 6",Woodside Park Road,North Finchley,N12 8RP,,,,,6,0,6,,,Approved,22/03/2024,,,
PP/22/02305,Kensington & Chelsea,10/05/2022,Approved,All Other,Amalgamation of Flat 1 and Studio Flat 1A to form a 2 bedroom flat and associated internal alterations. Replacement of rear conservatory,"Flat 1 and Studio Flat 1A, 71 Queen's Gate, LONDON, SW7 5JT",,,,,,,,,1,2,-1,,,Approved,23/01/2024,,,
23/01348/FUL,Lambeth,10/07/2023,Approved,All Other,"Demolition of existing rear garage with the erection of a single storey residential unit together with the provision of refuse, cycle storage.",,67,Clapham Road,,SW9 0HY,,,,,1,0,1,,,Approved,31/01/2024,,,
23/01757/P3MA,London Borough of Lambeth,07/06/2023,Approved,Prior Approval,Prior Approval is sought for the conversion of the existing office space (Use Class E (c)(i)) to a two-bedroom residential unit (Use Class C3(a)) with patio and cycle store.,Workshop,74,Josephine Avenue,,SW2 2LA,,,,,1,0,1,,,Approved,08/11/2023,,,
22/04332/P3MA,London Borough of Lambeth,06/11/2022,Approved,Prior Approval,Application for Prior Approval for the change of use of the commercial unit (Use Class E) at ground floor (rear part) into residential unit (Use Class C3).,,19,New Park Road,,SW2 4DU,,,,,1,0,1,,,Approved,20/12/2023,,,
22/01401/CEU,Enfield Council,06/05/2022,Allowed,All Other,Use of premises as 2 self-contained flats.,,34,Trent Gardens,,N14 4QL,,,,,2,1,1,,,Called in by Secretary of State,01/03/2024,,,
23/01185/FUL,London Borough of Lambeth,11/04/2023,Approved,All Other,"Demolition of existing 2 storey detached house, reduction in ground level to rear garden and the erection of 2 x three bedroom semi-detached houses.",,124,Sunnyhill Road,,SW16 2UN,,,,,2,1,1,,,Approved,30/11/2023,,,
23/02526/FUL,Lambeth,08/08/2023,Approved,All Other,"Conversion of the property to provide 2 residential units, together with the replacement of door and window, including the addition of one window to the front elevation.",1 Rosebery Mews Rosebery Road London Lambeth SW2 4DQ,,,,,,,,,2,1,1,,,Approved,04/03/2024,,,
23/01156/LB,London Borough of Lambeth,28/03/2023,Approved,All Other,"Refurbishment and conversion to form five dwellings, including the erection of two rear dormer windows and alterations to fenestration.",,7,Moorland Road,,SW9 8UA,,,,,5,2,3,,,Approved,09/10/2023,,,
23/00804/FUL,Lambeth,19/04/2023,Approved,All Other,"Partial change of use of existing ground floor retail to a self-contained flat involving the erection of a single storey ground floor rear extension. Conversion of existing first, second and third floor self-contained flat into 2 self-contained flats and installation of 2x rooflights to the rear roof slope.",,290,Brixton Hill,,SW2 1HT,,,,,1,0,1,,,Approved,26/03/2024,,,
23/03557/FUL,Enfield Council,29/11/2023,Approved,All Other,"Sub-division of site and conversion single family dwelling house into 2x dwelling houses involving with two storey side extension, and vehicular access with hard standing.",,17,Mottingham Road,,N9 8EA,,,,,1,0,1,,,Approved,22/02/2024,,,<enter PA URL here>
21/03056/FUL,London Borough of Newham,07/12/2021,Approved,All Other,"+The redevelopment of the site to include the demolition of existing building, erection of a part-4, part-5 storey building comprising 24 residential dwellings (Class C3), together with cycle parking, refuse, access, landscaping and amenity space, and other associated works.",,473,Barking Road,East Ham,E6 2LN,,,,,24,0,24,,,Approved,09/01/2024,,,
DC/23/130908,Lewisham,10/07/2023,Approved,All Other,"Partial demolition and the construction of a part 2 / part 3 storey block at the rear of 150 & 152 Sydenham Road SE26, to provide one commercial unit on the ground floor and 6 self-contained flats, together with the provision of 12 cycle spaces, bin store and associated landscaping.","150-152 SYDENHAM ROAD, LONDON, SE26 5JZ",,,,,,,,,7,1,6,,,Approved,23/11/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_118830&activeTab=summary
DC/22/125982,Lewisham,16/03/2022,Approved,All Other,"Construction of a 6 storey building at comprising 27 self-contained flats, together with the provision of cycle spaces, plant store, communal and private terraces and associated landscaping and subject to a Legal Agreement dated 4 July 2023 pursuant to S106 of the Town and Country Planning Act 1990 (as amended).","33 NIGHTINGALE GROVE, LONDON, SE13 6EY",,,,,,,,,27,0,27,,,Approved,06/07/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_113904&activeTab=summary
DC/22/129762,Lewisham,17/01/2023,Allowed,All Other,"DC/22/129762 - The construction of 2, two storey houses on land to the rear of Bradgate House, 3 St German's Road SE23, together with bin storage to the front and an access route to the side of the property.","3 ST GERMAN'S ROAD, LONDON, SE23 1RH",,,,,,,,,2,0,2,,,Refused,14/03/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_117684&activeTab=summary
DC/23/132355,Lewisham,27/07/2023,Approved,All Other,"Demolition of existing building, construction of 3-storey building containing four commercial studio spaces (Use Class E(g)) (formerly Use Class B1) on the ground floor, and four self-contained residential units (Use Class C3) above, a roof terrace at top floor level and associated bin and cycle storage at 11 Havelock Walk SE23.","11 HAVELOCK WALK, LONDON, SE23 3HG",,,,,,,,,5,0,5,,,Approved,07/12/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_120278&activeTab=summary
DC/22/129455,Lewisham,27/01/2023,Approved,All Other,"Demolition of existing shed and construction of a two storey 3 bedroom dwelling at 81 Boveney Road SE23, together with associated landscaping.","81 BOVENEY ROAD, LONDON, SE23 3NL",,,,,,,,,1,0,1,,,Approved,09/06/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_117377&activeTab=summary
DC/23/131506,Lewisham,23/06/2023,Approved,All Other,"The construction of two storey side and rear extension, single storey rear extension with outdoor terrace, hip-to-gable roof extension, three rear dormers, new lower ground floor extension with formation of two front lightwells, and conversion of the property at 252 Baring Road SE12 to provide seven self-contained flats.","252 BARING ROAD, LONDON, SE12 0UW",,,,,,,,,7,0,7,,,Approved,03/10/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_119429&activeTab=summary
DC/23/130380,Lewisham,02/03/2023,Approved,All Other,"Increasing the eaves height, construction of dormers to the rear and side roof slopes and installation of rooflights in the front roof slope at 1 Heathway House, Church Terrace SE13, to provide a self-contained flat and provision of cycle and refuse stores.","HEATHWAY HOUSE, CHURCH TERRACE, LONDON, SE13 5BT",,,,,,,,,2,0,2,,,Approved,08/08/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_118302&activeTab=summary
DC/23/133114,Lewisham,19/09/2023,Approved,All Other,"Construction of a part single/part two storey plus basement detached dwellinghouse, together with car and cycle parking and refuse storage, changes to the existing boundary wall and associated landscaping on land to the south-east of the Carriage House, Wickham Mews, SE4.","LAND TO EAST SIDE OF CARRIAGE HOUSE, WICKHAM MEWS, LONDON, SE4",,,,,,,,,1,0,1,,,Approved,15/11/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_121037&activeTab=summary
22/0889/FUL,London Borough of Barnet,23/02/2022,Approved,All Other,"Demolition of existing building and construction of a three-storey building to accommodate a Beis Hamedrash and 1no. 4-bed family dwelling (Use Class C3) together with the construction of a new three-storey building with access from Saffron Close to accommodate 5no. self-contained flats (Use Class C3) with associated amenity space, landscaping, refuse storage, car and cycle parking [Amended Plans].",Clara Nehab House,"13, 19",Leeside Crescent,Golders Green,NW11 0DA,,,,,6,0,6,,,Approved,30/11/2023,,,
DC/22/129781,Lewisham,23/12/2022,Approved,All Other,"Demolition of existing building and the construction of a 4 storey building to provide 8 self-contained flats and a dwellinghouse fronting onto Weardale Road, together with the provision of cycle spaces and bin storage, hard and soft landscaping and associated works at 2 Manor Park SE13 and subject to a Legal Agreement dated 9 May 2023 pursuant to S106 of the Town and Country Planning Act 1990 (as amended).","2 MANOR PARK, LONDON, SE13 5RN",,,,,,,,,9,1,8,,,Approved,11/05/2023,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_117703&activeTab=summary
DC/23/134095,Lewisham,05/12/2023,Approved,All Other,"Construction of a single storey house, together with bin and cycle storage and associated landscapong to the front and side of 23 Campshill Road SE13.","23 CAMPSHILL ROAD, LONDON, SE13 6QU",,,,,,,,,1,0,1,,,Approved,15/03/2024,,,https://planning.lewisham.gov.uk/online-applications/applicationDetails.do?keyVal=_LEWIS_DCAPR_122019&activeTab=summary
12853/APP/2023/1492,Hillingdon,20/06/2023,Approved,All Other,"Change of use of the existing buildings to provide new homes (Use Class C3), together with internal and external works to the buildings, landscaping, car and cycle parking, and other associated works.","HAYES PARK CENTRAL AND SOUTH, HAYES PARK",,HAYES END ROAD,,,,,,,124,0,124,,,Approved,12/03/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=12853/APP/2023/1492
23/4961/FUL,London Borough of Barnet,12/12/2023,Approved,All Other,Conversion of the existing dwelling into 2no. self-contained flats,,18,Gruneisen Road,Finchley,N3 1LU,,,,,2,1,1,,,Approved,06/02/2024,,,
77586/APP/2023/2460,Hillingdon,16/08/2023,Approved,All Other,"Demolition of existing single-storey garages and the construction of 4no. 2-bedroom, two-storey houses with associated car parking and landscaping.",GARAGE COURT R/O 66-74 FARMLANDS,,JOEL STREET,PINNER,HA4 2LN,,,,,4,0,4,,,Approved,23/03/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=77586/APP/2023/2460
35516/APP/2022/3676,Hillingdon,05/12/2022,Approved,All Other,"Demolition of the existing dwelling, and construction of a two and half storey building comprising 3 no. flats with associated car parking, amenity space, and bin and cycle storage.",32 NORWICH ROAD,,NORTHWOOD,,,,,,,3,1,2,,,Approved,22/03/2024,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=35516/APP/2022/3676
P0615.21,Havering,30/04/2021,Approved,All Other,"Hybrid planning application for phased mixed-use development for the provision of seven blocks (Block A to G) of 2 to 12 storeys to include up to 972 residential units comprising: Full application (Block A) for a total of 146 residential units (Class C3), retail/restaurant unit (Class E), medical or neighbourhood centre (Class E(e), F2); energy centre (sui generis); parking, access from the southern roundabout and temporary road access arrangements. Outline application for site preparation for erection of six blocks (Blocks B to G) of up to 826 residential units (Classes C3) including up to 223 later living/extra care/residential units (Classes C2/C3); medical/hospital facility (Class C2/E(e)), flexible retail and cafe space (Class E), gym facilities for residents and NHS Staff (Class E), Medical/neighbourhood centre (Class Ee/F2); energy centre, basement, associated landscaping, car parking, refuse storage and other associated works with all matters reserved.",Land at Rom Valley Way (formerly Romford Ice Rink),,Rom Valley Way,,,,,,,972,0,972,,,Approved,05/09/2023,,,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P0615.21
23/2239/FUL,London Borough of Barnet,23/05/2023,Approved,All Other,"Demolition of existing 2no. garages, removal of existing chimney and pitched roof and partial demolition of the front elevation. Conversion of existing 2no. flats into 5no. self-contained flats including the construction of 2 no. two storey side extensions; a two storey front and rear extensions (incorporating a new lower ground floor level to the rear); and a replacement roof and chimney to create a new second floor level. Provision of 5 no. off-street parking spaces, cycle parking, refuse storage and amenity spaces",96A And 96B Weirdale AvenueLondonN20 0AH,,,,,,,,,5,2,3,,,Approved,02/01/2024,,,
2257/23,Redbridge,01/08/2023,Approved,All Other,Upward extension of 2 additional storeys on terraced commercial/mixed use building consisting of 14 new self-contained flats. (Summary).,Development Site At 115 To 131,,High Street,Barkingside,,,,,,13,0,13,,,Approved,25/09/2023,,,
3664/23,Redbridge,12/12/2023,Approved,All Other,Upward extension of 2 additional storeys on detached block of flats to provide 10 new flats (9 x 2 and 1 x 1 bedrooms). (Summary).,Development At 1 To 20,,Kirby Close,Hainault,,,,,,10,0,10,,,Approved,09/02/2024,,,
22/02278/FUL,London Borough of Croydon,13/06/2022,Allowed,All Other,The conversion of the existing 4 bedroom house into 1 x 2 and 1 x 3 bedroom flats with associated landscaping and vehicular parking.,,125,Mitchley Avenue,,CR2 9HP,,,,,2,0,2,,,Refused,14/12/2022,,,
21/04667/FULL1,Bromley Custodian Code,01/12/2021,Approved,All Other,Proposed conversion of existing building and 3-storey roof extension to accommodate Class E commercial space on the ground floor and 30 residential flats on the upper floors. Cycle and refuse storage to be provided at ground floor level.,,62,High Street,,BR1 1EG,,,,,30,0,30,,,Approved,20/03/2024,,,
P/2023/1443,Hounslow,09/05/2023,Approved,All Other,Change of use from a single family house to a Residential Institution for young people (Planning Use Class C2),,42,Munster Avenue,Hounslow,TW4 5BQ,,,,,1,1,0,,,Approved,15/12/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1443
P/2023/0304,Hounslow,17/02/2023,Approved,All Other,Erection of a single storey rear extension following the demolition of the existing conservatory to create two self-contained flats,,40,Thorney Hedge Road,London,,,,,,4,1,3,,,Approved,11/05/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0304
P/2022/3768,Hounslow,25/11/2022,Approved,All Other,Erection of a bungalow with landscaping and boundary treatment following demolition of existing garage at the rear of No. 7.,,7,Lafone Avenue,Feltham,TW13 5DH,,,,,1,0,1,,,Approved,02/02/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/3768
P/2023/0006,Hounslow,12/01/2023,Approved,All Other,Erection of a single storey rear infill extension with raised patio and steps to garden incorporating alterations to the existing side and rear extensions to create three self-contained flats,,434,Hanworth Road,Hounslow,TW4 5LE,,,,,3,0,3,,,Approved,23/02/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0006
P/2023/2553,Hounslow,11/08/2023,Approved,All Other,Conversion of two flats to a house,,70A,Wavendon Avenue,London,W4 4NS,,,,,1,2,-1,,,Approved,04/10/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2553
P/2022/3520,Hounslow,16/12/2022,Approved,All Other,Erection of a third floor roof extension incorporating five self-contained flats with associated refuse and cycle parking provision.,Granwood Court,20,The Grove,Isleworth,,,,,,5,0,5,,,Approved,14/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/3520
P/2023/1913,Hounslow,15/06/2023,Approved,All Other,"Erection of a two storey block of five flats with associated landscaping, car parking, refuse and cycle storage following partial demolition of existing house.",,62,Hounslow Road,Hanworth,,,,,,6,1,5,,,Approved,28/09/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1913
P/2023/0952,Hounslow,11/04/2023,Approved,All Other,Erection of a single storey side and front extension and a roof extension to form an additional floor to convert the existing office into a three bedroom residential building with associated landscaping and cycle parking,,30,Chiswick High Road,London,W4 1TE,,,,,1,0,1,,,Approved,03/08/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0952
P/2023/0801,Hounslow,19/04/2023,Approved,All Other,Erection of a two storey rear extension following demolition of the existing and a rear roof extension with one front and one side roof window to allow the conversion into two self contained flats,,54A,Kew Bridge Road,Brentford,TW8 0EW,,,,,2,2,0,,,Approved,13/06/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0801
P/2022/0274,Hounslow,07/03/2022,Approved,All Other,"Demolition of part existing rear extension and erection of three storey rear and rear roof extensions to create seven additional flats, reorganisation of layout to provide twelve one bedroom, six two bedroom and two three bedroom flats with associated internal and external alterations, bike storage and landscaping (amended plans) (representations made in the first round of consultations will still be considered; it is advised that any further comments be made only in relation to the amended plans)",Street Record,,Stamford Brook Avenue,London,,,,,,7,0,7,,,Approved,04/01/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/0274
P/2023/0440,Hounslow,24/03/2023,Approved,All Other,"Erection of two pairs of semi-detached houses and a pair of semi-detached bungalows following demolition of the two storey side extension and outbuilding to 158 Ash Grove and demolition of garage to 156 Ash Grove, with associated amenity, car parking and cycle and bin stores.",,154,Ash Grove,Hounslow,TW5 9DS,,,,,6,0,6,,,Approved,14/07/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0440
P/2022/0602,Hounslow,23/03/2022,Approved,All Other,Erection of three storey building comprising of retail unit and three maisonettes and a single storey house to the rear of the site with associated bin and cycle storage.,,537A,Staines Road,Feltham,TW14 8BP,,,,,4,0,4,,,Approved,21/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/0602
P/2023/0592,Hounslow,23/02/2023,Approved,All Other,"Erection of a detached two storey house in the land part of No 12, 12a and 14 Martindale Road",,12,Martindale Road,Hounslow,TW4 7EP,,,,,1,0,1,,,Approved,20/10/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0592
P/2023/1836,Hounslow,08/06/2023,Approved,All Other,"Erection of six two storey houses and one detached bungalow with an associated access road, private parking and amenity space following the demolition of the existing side extension at 100 North Drive",,100,North Drive,Hounslow,TW3 1PU,,,,,7,0,7,,,Approved,16/10/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1836
P/2020/3099,Hounslow,22/09/2020,Allowed,All Other,"Full planning application for the demolition of existing building and car park and erection of buildings to provide residential units, a replacement retail foodstore with additional commercial, business and service space, and a flexible community space, and ancillary plant, access, servicing and car parking, landscaping and associated works",Homebase Ltd,,Syon Lane,Isleworth,TW7 5QE,,,,,473,0,473,,,Called in by Secretary of State,11/12/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2020/3099
PA/2023/2434,Hounslow,27/07/2023,Approved,Prior Approval,"Prior approval for the demolition of buildings 5, 47 and 47A",Feltham Garrison,,Elmwood Avenue,Feltham,,,,,,0,1,-1,,,Approved,19/09/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PA/2023/2434
P/2020/3100,Hounslow,18/09/2020,Allowed,All Other,"Outline planning application with all matters reserved except access for the demolition of existing building and car park and erection of buildings to provide residential homes, plus flexible non-residential space comprising commercial, business and service space, and/or learning and non-residential institution space, and/or local community space, and/or public house/drinking establishment, and/or a mobility hub, along with associated access, bus turning, car and cycle parking, and landscaping arrangements.",Tesco Extra,,Syon Lane,Isleworth,TW7 5NZ,,,,,1677,0,1677,,,Called in by Secretary of State,11/12/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2020/3100
P/2021/0920,Hounslow,09/04/2021,Approved,All Other,"Hybrid Planning Application to develop the Cavalry Barracks Site in phases to include full application for: 765 residential units (C3 Use), 1,652 sqm (GIA) non-residential floorspace (Use Classes E and F), demolition of some buildings and structures; retention, conversion and re-use of some statutory and locally listed buildings, new and modified access, car parking, public space and sports pitches, landscaping and associated works; and an outline application with all matters reserved except access for: up to 760 residential dwellings (C3 Use), up to 1,021 sqm (GIA) non-residential floorspace (Use Classes E and F), car parking, public open space and sports pitches; landscaping; car parking; and other associated and ancillary works [Amended Description]",Cavalry Barracks,CAVALRY BARRACKS,Beavers Lane,Hounslow,TW4 6HD,,,,,1525,0,1525,,,Approved,18/05/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2021/0920
P/2022/3888,Hounslow,21/04/2023,Approved,All Other,Change of use from two flats to one dwelinghouse,Flat Ground Floor,148,Park Road,London,W4 3HP,,,,,1,2,-1,,,Approved,22/05/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/3888
P/2023/0620,Hounslow,07/03/2023,Allowed,All Other,Change of use of the first floor to a restaurant (Class E),,46,Devonshire Road,London,W4 2HD,,,,,0,1,-1,,,Refused,16/05/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0620
P/2023/1203,Hounslow,17/04/2023,Approved,All Other,Erection of a rear roof extension with one front roof window and a single storey rear extension following the demolition of the existing conservatory to create three self contained residential units,,40,Thorney Hedge Road,London,,,,,,3,1,2,,,Approved,20/06/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1203
P/2023/0394,Hounslow,13/02/2023,Approved,All Other,Conversion of two self contained flats to a single family house incorporating the erection of a single storey rear infill extension,,44,Binns Road,London,W4 2BS,,,,,1,2,-1,,,Approved,12/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0394
P/2023/3337,Hounslow,06/11/2023,Approved,All Other,Change of use of ground floor from commercial unit to a residential unit,,140,Devonshire Road,London,W4 2AW,,,,,1,0,1,,,Approved,21/03/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/3337
P/2023/2931,Hounslow,18/09/2023,Approved,All Other,Erection of a detached two storey dwelling following demolition of existing garage,,8,Chaucer Avenue,Hounslow,TW4 6NB,,,,,1,0,1,,,Approved,11/12/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2931
P/2023/3280,Hounslow,07/11/2023,Approved,All Other,"Erection of a three storey building to create two self-contained flats with associated cycle storage, amenity space, refuse and recycling storage following the demolition of five garages",Garages Adjacent 12,GARAGES ADJACENT 12,Almond Grove,Brentford,,,,,,4,0,4,,,Approved,06/03/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/3280
P/2023/3691,Hounslow,05/12/2023,Approved,All Other,Certificate of lawfulness for the existing use of the house as two self-contained flats flats,,39,Walnut Tree Road,Hounslow,,,,,,1,2,-1,,,Approved,19/01/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/3691
P/2023/2910,Hounslow,14/09/2023,Approved,All Other,Certificate of Lawfulness for the existing use of the house as two self-contained flats,,78,Catherine Gardens,Hounslow,,,,,,2,1,1,,,Approved,03/11/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2910
23/2692,Brent,10/08/2023,Approved,All Other,"Replacement of existing roof and mews facing dormer, erection of single storey side to rear extension at second floor level to create 1 x self-contained flat","219 High Road, London, NW10 2RY",,,,,,,,,1,0,1,,,Approved,05/10/2023,,,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_165934&activeTab=summary
23/3002,Brent,26/09/2023,Approved,All Other,"Demolition of dwelling and erection of 2x two-storey semi-detached dwellinghouses with converted loft space, new vehicular access, provision for amenity space, cycle and refuse storage with associated hard and soft landscaping","1A Chestnut Avenue, Wembley, HA0 2LU",,,,,,,,,2,1,1,,,Approved,08/12/2023,,,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_166277&activeTab=summary
HGY/2022/4411,Out of Borough,13/12/2022,Approved,All Other,"Demolition of 20 x existing garages on-site and erection of 5 x two-storey residential units with associated landscaping, parking, refuse and cycle storage.","Lynton Grange, Fortis Green, Hornsey, London, N2 9EU",,Fortis Green,,N2 9EU,,,,,5,0,5,,,Approved,04/03/2024,,,https://publicregister.haringey.gov.uk/pr/s/detail/a0i8d000002GZU1
PA/21/02299/A1,Tower Hamlets,10/08/2022,Approved,All Other,Demolition of existing vacant dilapidated former school premises manager's house. Erection of 4no. residential units,"School House, Thomas Buxton Primary School, Buxton Street, London, E1 5AR",,,,,,,,,4,0,4,,,Approved,28/03/2024,,,https://development.towerhamlets.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR136492&activeTab=summary
21/2654/F,Greenwich,17/09/2021,Approved,All Other,Construction of a rear and side infill extension at lower ground floor level and amalgamation of two self-contained bedsits at Ground and Lower Ground levels into one flat with access to the garden.,"The Ground Floor Flat, 52A Ashburnham Place, Greenwich, SE10 8UG",,,,,,,,,1,4,-3,,,Approved,18/04/2023,,,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_108173&activeTab=summary
